id,npc_name,strategy_status,level,base1_x,base1_y,base2_x,base2_y,adjacency,lord_name,scheduled_time,comment,updated_by,event_id,created_at,conquered,conqueror_type,adjacent_own,adjacent_other
960,鄴：北東砦59,攻略済,4,60,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
961,鄴：北東砦60,攻略済,4,36,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
962,鄴：北東砦61,攻略済,4,24,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
963,鄴：北東砦62,攻略済,4,12,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
964,鄴：北西砦63,攻略済,4,-12,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
965,鄴：北西砦64,攻略済,4,-24,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
966,鄴：北西砦65,攻略済,4,-36,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
967,鄴：北西砦66,攻略済,4,-60,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
968,鄴：北西砦67,攻略済,4,-72,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
969,鄴：北西砦68,攻略済,4,-84,1264,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
970,鄴：南東砦69,失,4,84,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
971,鄴：南東砦70,失,4,72,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
972,鄴：南東砦71,失,4,60,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
973,鄴：南東砦72,失,4,36,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
974,鄴：南東砦73,失,4,24,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
975,鄴：南東砦74,失,4,12,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
976,鄴：南西砦75,失,4,-12,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,2
977,鄴：南西砦76,失,4,-24,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,1,1
978,鄴：南西砦77,失,4,-36,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
979,鄴：南西砦78,攻略済,4,-60,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
980,鄴：南西砦79,攻略済,4,-72,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,2
981,鄴：南西砦80,攻略済,4,-84,1096,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
982,鄴：北東砦81,攻略済,4,84,1252,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
983,鄴：北東砦82,攻略済,4,84,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
984,鄴：北東砦83,攻略済,4,84,1216,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
985,鄴：北東砦84,攻略済,4,84,1204,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
986,鄴：北東砦85,攻略済,4,84,1192,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
987,鄴：南東砦86,攻略済,4,84,1168,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
988,鄴：南東砦87,攻略済,4,84,1156,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
989,鄴：南東砦88,攻略済,4,84,1144,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
990,鄴：南東砦89,攻略済,4,84,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
991,鄴：南東砦90,攻略済,4,84,1108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
992,鄴：北西砦91,攻略済,4,-84,1252,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,2
993,鄴：北西砦92,攻略済,4,-84,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
994,鄴：北西砦93,攻略済,4,-84,1216,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
995,鄴：北西砦94,攻略済,4,-84,1204,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
996,鄴：北西砦95,攻略済,4,-84,1192,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
997,鄴：南西砦96,攻略済,4,-84,1168,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
998,鄴：南西砦97,攻略済,4,-84,1156,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
999,鄴：南西砦98,攻略済,4,-84,1144,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1000,鄴：南西砦99,攻略済,4,-84,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1001,鄴：南西砦100,攻略済,4,-84,1108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1002,鄴：北東砦101,攻略済,5,60,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1003,鄴：北東砦102,攻略済,5,48,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1004,鄴：北東砦103,攻略済,5,36,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1005,鄴：北東砦104,攻略済,5,12,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1006,鄴：北東砦105,攻略済,5,0,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,1
1007,鄴：北西砦106,攻略済,5,-12,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1008,鄴：北西砦107,攻略済,5,-36,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1009,鄴：北西砦108,攻略済,5,-48,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1010,鄴：北西砦109,攻略済,5,-60,1240,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1011,鄴：南東砦110,攻略済,5,60,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1012,鄴：南東砦111,攻略済,5,48,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1013,鄴：南東砦112,攻略済,5,36,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1014,鄴：南東砦113,攻略済,5,12,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,2
1015,鄴：南東砦114,攻略済,5,0,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1016,鄴：南西砦115,失,5,-12,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,2
1017,鄴：南西砦116,失,5,-36,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,1,2
1018,鄴：南西砦117,失,5,-48,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1019,鄴：南西砦118,失,5,-60,1120,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1020,鄴：北東砦119,攻略済,5,60,1228,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1021,鄴：北東砦120,攻略済,5,60,1216,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1022,鄴：北東砦121,攻略済,5,60,1192,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1023,鄴：北東砦122,攻略済,5,60,1180,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1024,鄴：南東砦123,攻略済,5,60,1168,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1025,鄴：南東砦124,攻略済,5,60,1144,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1026,鄴：南東砦125,攻略済,5,60,1132,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1027,鄴：北西砦126,攻略済,5,-60,1228,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1028,鄴：北西砦127,攻略済,5,-60,1216,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1029,鄴：北西砦128,攻略済,5,-60,1192,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1030,鄴：北西砦129,攻略済,5,-60,1180,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1031,鄴：南西砦130,攻略済,5,-60,1168,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1032,鄴：南西砦131,攻略済,5,-60,1144,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,1
1033,鄴：南西砦132,攻略済,5,-60,1132,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,2
1034,下邳：北東砦1,攻略済,3,1288,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1035,下邳：北東砦2,攻略済,3,1276,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1036,下邳：北東砦3,攻略済,3,1264,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1037,下邳：北東砦4,攻略済,3,1240,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1038,下邳：北東砦5,攻略済,3,1228,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1039,下邳：北東砦6,攻略済,3,1216,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1040,下邳：北東砦7,攻略済,3,1192,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1041,下邳：北東砦8,攻略済,3,1180,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1042,下邳：北西砦9,攻略済,3,1168,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1043,下邳：北西砦10,攻略済,3,1144,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1044,下邳：北西砦11,攻略済,3,1132,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1045,下邳：北西砦12,攻略済,3,1120,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1046,下邳：北西砦13,攻略済,3,1096,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1047,下邳：北西砦14,攻略済,3,1084,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1048,下邳：北西砦15,攻略済,3,1072,108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,2
1049,下邳：南東砦16,攻略済,3,1288,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1050,下邳：南東砦17,攻略済,3,1276,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1051,下邳：南東砦18,攻略済,3,1264,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1052,下邳：南東砦19,攻略済,3,1240,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1053,下邳：南東砦20,攻略済,3,1228,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1054,下邳：南東砦21,攻略済,3,1216,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1055,下邳：南東砦22,攻略済,3,1192,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1056,下邳：南東砦23,攻略済,3,1180,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1057,下邳：南西砦24,攻略済,3,1168,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1058,下邳：南西砦25,攻略済,3,1144,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,8
1059,下邳：南西砦26,攻略済,3,1132,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,8
1060,下邳：南西砦27,攻略済,3,1120,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,8
1061,下邳：南西砦28,失,3,1096,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
1062,下邳：南西砦29,失,3,1084,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1063,下邳：南西砦30,失,3,1072,-108,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1064,下邳：北東砦31,攻略済,3,1288,96,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1065,下邳：北東砦32,攻略済,3,1288,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1066,下邳：北東砦33,攻略済,3,1288,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1067,下邳：北東砦34,攻略済,3,1288,48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1068,下邳：北東砦35,攻略済,3,1288,36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1069,下邳：北東砦36,攻略済,3,1288,12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1070,下邳：北東砦37,攻略済,3,1288,0,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1071,下邳：南東砦38,攻略済,3,1288,-12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1072,下邳：南東砦39,攻略済,3,1288,-36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1073,下邳：南東砦40,攻略済,3,1288,-48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1074,下邳：南東砦41,攻略済,3,1288,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1075,下邳：南東砦42,攻略済,3,1288,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1076,下邳：南東砦43,攻略済,3,1288,-96,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1077,下邳：北西砦44,攻略済,3,1072,96,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1078,下邳：北西砦45,攻略済,3,1072,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1079,下邳：北西砦46,攻略済,3,1072,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1080,下邳：北西砦47,攻略済,3,1072,48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1081,下邳：北西砦48,攻略済,3,1072,36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1082,下邳：北西砦49,攻略済,3,1072,12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1083,下邳：北西砦50,攻略済,3,1072,0,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1084,下邳：南西砦51,攻略済,3,1072,-12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1085,下邳：南西砦52,攻略済,3,1072,-36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1086,下邳：南西砦53,攻略済,3,1072,-48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1087,下邳：南西砦54,攻略済,3,1072,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1088,下邳：南西砦55,失,3,1072,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1089,下邳：南西砦56,失,3,1072,-96,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,1,0
1090,下邳：北東砦57,攻略済,4,1264,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1091,下邳：北東砦58,攻略済,4,1252,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,1
1092,下邳：北東砦59,攻略済,4,1240,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1093,下邳：北東砦60,攻略済,4,1216,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1094,下邳：北東砦61,攻略済,4,1204,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1095,下邳：北東砦62,攻略済,4,1192,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1096,下邳：北西砦63,攻略済,4,1168,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,1
1097,下邳：北西砦64,攻略済,4,1156,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1098,下邳：北西砦65,攻略済,4,1144,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1099,下邳：北西砦66,攻略済,4,1120,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1100,下邳：北西砦67,攻略済,4,1108,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1101,下邳：北西砦68,攻略済,4,1096,84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1102,下邳：南東砦69,攻略済,4,1264,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1103,下邳：南東砦70,攻略済,4,1252,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1104,下邳：南東砦71,攻略済,4,1240,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1105,下邳：南東砦72,攻略済,4,1216,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1106,下邳：南東砦73,攻略済,4,1204,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1107,下邳：南東砦74,攻略済,4,1192,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1108,下邳：南西砦75,失,4,1168,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
1109,下邳：南西砦76,失,4,1156,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,5
1110,下邳：南西砦77,失,4,1144,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
1111,下邳：南西砦78,失,4,1120,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,2
1112,下邳：南西砦79,失,4,1108,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,5
1113,下邳：南西砦80,失,4,1096,-84,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,1,1
1114,下邳：北東砦81,攻略済,4,1264,72,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1115,下邳：北東砦82,攻略済,4,1264,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1116,下邳：北東砦83,攻略済,4,1264,36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1117,下邳：北東砦84,攻略済,4,1264,24,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1118,下邳：北東砦85,攻略済,4,1264,12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1119,下邳：南東砦86,攻略済,4,1264,-12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1120,下邳：南東砦87,攻略済,4,1264,-24,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1121,下邳：南東砦88,攻略済,4,1264,-36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1122,下邳：南東砦89,攻略済,4,1264,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1123,下邳：南東砦90,攻略済,4,1264,-72,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1124,下邳：北西砦91,攻略済,4,1096,72,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1125,下邳：北西砦92,攻略済,4,1096,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1126,下邳：北西砦93,攻略済,4,1096,36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1127,下邳：北西砦94,攻略済,4,1096,24,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,1
1128,下邳：北西砦95,攻略済,4,1096,12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1129,下邳：南西砦96,攻略済,4,1096,-12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1130,下邳：南西砦97,攻略済,4,1096,-24,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1131,下邳：南西砦98,攻略済,4,1096,-36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1132,下邳：南西砦99,攻略済,4,1096,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1133,下邳：南西砦100,攻略済,4,1096,-72,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,5
1134,下邳：北東砦101,攻略済,5,1240,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1135,下邳：北東砦102,攻略済,5,1228,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1136,下邳：北東砦103,攻略済,5,1216,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1137,下邳：北東砦104,攻略済,5,1192,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1138,下邳：北東砦105,攻略済,5,1180,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1139,下邳：北西砦106,攻略済,5,1168,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1140,下邳：北西砦107,攻略済,5,1144,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1141,下邳：北西砦108,攻略済,5,1132,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1142,下邳：北西砦109,攻略済,5,1120,60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1143,下邳：南東砦110,攻略済,5,1240,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,4,0
1144,下邳：南東砦111,攻略済,5,1228,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1145,下邳：南東砦112,攻略済,5,1216,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1146,下邳：南東砦113,攻略済,5,1192,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1147,下邳：南東砦114,攻略済,5,1180,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1148,下邳：南西砦115,攻略済,5,1168,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1149,下邳：南西砦116,失,5,1144,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,1,0
1150,下邳：南西砦117,失,5,1132,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,5
1151,下邳：南西砦118,失,5,1120,-60,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1152,下邳：北東砦119,攻略済,5,1240,48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1153,下邳：北東砦120,攻略済,5,1240,36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1154,下邳：北東砦121,攻略済,5,1240,12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1155,下邳：北東砦122,攻略済,5,1240,0,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1156,下邳：南東砦123,攻略済,5,1240,-12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1157,下邳：南東砦124,攻略済,5,1240,-36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1158,下邳：南東砦125,攻略済,5,1240,-48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1159,下邳：北西砦126,攻略済,5,1120,48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1160,下邳：北西砦127,攻略済,5,1120,36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,0
1161,下邳：北西砦128,攻略済,5,1120,12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,1,0
1162,下邳：北西砦129,攻略済,5,1120,0,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,2,0
1163,下邳：南西砦130,攻略済,5,1120,-12,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,3,0
1164,下邳：南西砦131,失,5,1120,-36,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,4
1165,下邳：南西砦132,失,5,1120,-48,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,2
1166,長沙：北東砦1,失,3,108,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1167,長沙：北東砦2,失,3,96,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
1168,長沙：北東砦3,失,3,84,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
1169,長沙：北東砦4,攻略済,3,60,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,own,0,4
1170,長沙：北東砦5,失,3,48,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,3
1171,長沙：北東砦6,失,3,36,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1172,長沙：北東砦7,失,3,12,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1173,長沙：北東砦8,失,3,0,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1174,長沙：北西砦9,失,3,-12,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1175,長沙：北西砦10,失,3,-36,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1176,長沙：北西砦11,失,3,-48,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1177,長沙：北西砦12,失,3,-60,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1178,長沙：北西砦13,失,3,-84,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1179,長沙：北西砦14,失,3,-96,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1180,長沙：北西砦15,失,3,-108,-1072,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1181,長沙：南東砦16,失,3,108,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1182,長沙：南東砦17,失,3,96,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1183,長沙：南東砦18,失,3,84,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1184,長沙：南東砦19,失,3,60,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1185,長沙：南東砦20,失,3,48,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,1
1186,長沙：南東砦21,失,3,36,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,0
1187,長沙：南東砦22,失,3,12,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,2
1188,長沙：南東砦23,失,3,0,-1288,,,,,,,,w1,2026-02-22 15:20:06.20581+00,true,other,0,2
