地域,X,Y,種別,名称,★,MAP,自動出兵SC,備考
北西,-1190,618,砦(cw2),北西砦1327,★3,https://c2.3gokushi.jp/map.php?x=-1190&y=618,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1190&y=618,
北西,-1014,618,砦(cw2),北西砦1181,★1,https://c2.3gokushi.jp/map.php?x=-1014&y=618,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1014&y=618,
北西,-881,618,砦(em6),北西砦1021,★3,https://c2.3gokushi.jp/map.php?x=-881&y=618,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-881&y=618,
北西,-750,618,砦(cw2),北西砦859,★3,https://c2.3gokushi.jp/map.php?x=-750&y=618,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-750&y=618,
北西,-705,618,砦(em6),北西砦808,★4,https://c2.3gokushi.jp/map.php?x=-705&y=618,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-705&y=618,
北西,-482,618,砦(em6),北西砦543,★1,https://c2.3gokushi.jp/map.php?x=-482&y=618,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-482&y=618,
北西,-1141,617,砦(em6),北西砦1297,★2,https://c2.3gokushi.jp/map.php?x=-1141&y=617,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1141&y=617,
北西,-920,617,砦(cw2),北西砦1071,★1,https://c2.3gokushi.jp/map.php?x=-920&y=617,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-920&y=617,
北西,-837,617,砦(em6),北西砦966,★5,https://c2.3gokushi.jp/map.php?x=-837&y=617,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-837&y=617,
北西,-663,616,砦(cw2),北西砦745,★4,https://c2.3gokushi.jp/map.php?x=-663&y=616,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-663&y=616,
北西,-1233,615,砦(em6),北西砦1374,★5,https://c2.3gokushi.jp/map.php?x=-1233&y=615,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1233&y=615,
北西,-1058,615,砦(cw2),北西砦1226,★4,https://c2.3gokushi.jp/map.php?x=-1058&y=615,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1058&y=615,
北西,-1057,615,砦(em6),北西砦1231,★3,https://c2.3gokushi.jp/map.php?x=-1057&y=615,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1057&y=615,
北西,-746,615,砦(em6),北西砦864,★1,https://c2.3gokushi.jp/map.php?x=-746&y=615,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-746&y=615,
北西,-708,615,砦(cw2),北西砦803,★3,https://c2.3gokushi.jp/map.php?x=-708&y=615,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-708&y=615,
北西,-483,615,砦(cw2),北西砦538,★3,https://c2.3gokushi.jp/map.php?x=-483&y=615,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-483&y=615,
北西,-1104,614,砦(em6),北西砦1265,★2,https://c2.3gokushi.jp/map.php?x=-1104&y=614,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1104&y=614,
北西,-1102,614,砦(cw2),北西砦1260,★3,https://c2.3gokushi.jp/map.php?x=-1102&y=614,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1102&y=614,
北西,-925,614,砦(em6),北西砦1076,★3,https://c2.3gokushi.jp/map.php?x=-925&y=614,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-925&y=614,
北西,-444,614,砦(cw2),北西砦480,★3,https://c2.3gokushi.jp/map.php?x=-444&y=614,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-444&y=614,
北西,-436,614,砦(em6),北西砦485,★2,https://c2.3gokushi.jp/map.php?x=-436&y=614,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-436&y=614,
北西,-1229,613,砦(cw2),北西砦1369,★1,https://c2.3gokushi.jp/map.php?x=-1229&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1229&y=613,
北西,-1185,613,砦(em6),北西砦1332,★3,https://c2.3gokushi.jp/map.php?x=-1185&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1185&y=613,
北西,-1016,613,砦(em6),北西砦1186,★3,https://c2.3gokushi.jp/map.php?x=-1016&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1016&y=613,
北西,-965,613,砦(cw2),北西砦1129,★3,https://c2.3gokushi.jp/map.php?x=-965&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-965&y=613,
北西,-837,613,砦(cw2),北西砦961,★3,https://c2.3gokushi.jp/map.php?x=-837&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-837&y=613,
北西,-796,613,砦(cw2),北西砦911,★1,https://c2.3gokushi.jp/map.php?x=-796&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-796&y=613,
北西,-656,613,砦(em6),北西砦750,★3,https://c2.3gokushi.jp/map.php?x=-656&y=613,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-656&y=613,
北西,-1140,612,砦(cw2),北西砦1292,★1,https://c2.3gokushi.jp/map.php?x=-1140&y=612,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1140&y=612,
北西,-635,611,砦(cw2),鳳凰：北西砦27,★4,https://c2.3gokushi.jp/map.php?x=-635&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=611,
北西,-635,611,砦(em6),鳳凰：北西砦27,★4,https://c2.3gokushi.jp/map.php?x=-635&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=611,
北西,-611,611,砦(cw2),鳳凰：北西砦38,★5,https://c2.3gokushi.jp/map.php?x=-611&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=611,
北西,-611,611,砦(em6),鳳凰：北西砦38,★5,https://c2.3gokushi.jp/map.php?x=-611&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=611,
北西,-599,611,砦(cw2),鳳凰：北西砦37,★5,https://c2.3gokushi.jp/map.php?x=-599&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-599&y=611,
北西,-599,611,砦(em6),鳳凰：北西砦37,★5,https://c2.3gokushi.jp/map.php?x=-599&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-599&y=611,
北西,-587,611,砦(cw2),鳳凰：北西砦36,★5,https://c2.3gokushi.jp/map.php?x=-587&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-587&y=611,
北西,-587,611,砦(em6),鳳凰：北西砦36,★5,https://c2.3gokushi.jp/map.php?x=-587&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-587&y=611,
北西,-563,611,砦(cw2),鳳凰：北東砦35,★5,https://c2.3gokushi.jp/map.php?x=-563&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-563&y=611,
北西,-563,611,砦(em6),鳳凰：北東砦35,★5,https://c2.3gokushi.jp/map.php?x=-563&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-563&y=611,
北西,-551,611,砦(cw2),鳳凰：北東砦34,★5,https://c2.3gokushi.jp/map.php?x=-551&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-551&y=611,
北西,-551,611,砦(em6),鳳凰：北東砦34,★5,https://c2.3gokushi.jp/map.php?x=-551&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-551&y=611,
北西,-539,611,砦(cw2),鳳凰：北東砦33,★5,https://c2.3gokushi.jp/map.php?x=-539&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=611,
北西,-539,611,砦(em6),鳳凰：北東砦33,★5,https://c2.3gokushi.jp/map.php?x=-539&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=611,
北西,-515,611,砦(cw2),鳳凰：北東砦20,★4,https://c2.3gokushi.jp/map.php?x=-515&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=611,
北西,-515,611,砦(em6),鳳凰：北東砦20,★4,https://c2.3gokushi.jp/map.php?x=-515&y=611,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=611,
北西,-611,599,砦(cw2),鳳凰：北西砦49,★5,https://c2.3gokushi.jp/map.php?x=-611&y=599,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=599,
北西,-611,599,砦(em6),鳳凰：北西砦49,★5,https://c2.3gokushi.jp/map.php?x=-611&y=599,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=599,
北西,-539,599,砦(cw2),鳳凰：北東砦45,★5,https://c2.3gokushi.jp/map.php?x=-539&y=599,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=599,
北西,-539,599,砦(em6),鳳凰：北東砦45,★5,https://c2.3gokushi.jp/map.php?x=-539&y=599,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=599,
北西,-679,598,砦(cw2),北西砦774,★2,https://c2.3gokushi.jp/map.php?x=-679&y=598,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-679&y=598,
北西,-1211,597,砦(cw2),北西砦1348,★2,https://c2.3gokushi.jp/map.php?x=-1211&y=597,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1211&y=597,
北西,-1079,597,砦(em6),北西砦1250,★3,https://c2.3gokushi.jp/map.php?x=-1079&y=597,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1079&y=597,
北西,-854,597,砦(cw2),北西砦988,★2,https://c2.3gokushi.jp/map.php?x=-854&y=597,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-854&y=597,
北西,-769,597,砦(cw2),北西砦885,★1,https://c2.3gokushi.jp/map.php?x=-769&y=597,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-769&y=597,
北西,-766,597,砦(em6),北西砦890,★4,https://c2.3gokushi.jp/map.php?x=-766&y=597,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-766&y=597,
北西,-422,597,砦(em6),北西砦456,★2,https://c2.3gokushi.jp/map.php?x=-422&y=597,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-422&y=597,
北西,-1038,596,砦(cw2),北西砦1205,★1,https://c2.3gokushi.jp/map.php?x=-1038&y=596,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1038&y=596,
北西,-420,596,砦(cw2),北西砦451,★1,https://c2.3gokushi.jp/map.php?x=-420&y=596,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-420&y=596,
北西,-1162,595,砦(cw2),北西砦1309,★1,https://c2.3gokushi.jp/map.php?x=-1162&y=595,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1162&y=595,
北西,-986,595,砦(cw2),北西砦1158,★3,https://c2.3gokushi.jp/map.php?x=-986&y=595,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-986&y=595,
北西,-466,595,砦(em6),北西砦514,★2,https://c2.3gokushi.jp/map.php?x=-466&y=595,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-466&y=595,
北西,-1257,594,砦(em6),北西砦1400,★1,https://c2.3gokushi.jp/map.php?x=-1257&y=594,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1257&y=594,
北西,-1255,594,砦(cw2),北西砦1395,★1,https://c2.3gokushi.jp/map.php?x=-1255&y=594,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1255&y=594,
北西,-988,594,砦(em6),北西砦1163,★5,https://c2.3gokushi.jp/map.php?x=-988&y=594,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-988&y=594,
北西,-944,594,砦(cw2),北西砦1100,★1,https://c2.3gokushi.jp/map.php?x=-944&y=594,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-944&y=594,
北西,-722,594,砦(em6),北西砦837,★5,https://c2.3gokushi.jp/map.php?x=-722&y=594,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-722&y=594,
北西,-1211,593,砦(em6),北西砦1353,★2,https://c2.3gokushi.jp/map.php?x=-1211&y=593,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1211&y=593,
北西,-1163,593,砦(em6),北西砦1314,★2,https://c2.3gokushi.jp/map.php?x=-1163&y=593,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1163&y=593,
北西,-1121,593,砦(cw2),北西砦1277,★3,https://c2.3gokushi.jp/map.php?x=-1121&y=593,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1121&y=593,
北西,-1118,592,砦(em6),北西砦1282,★5,https://c2.3gokushi.jp/map.php?x=-1118&y=592,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1118&y=592,
北西,-1075,592,砦(cw2),北西砦1245,★5,https://c2.3gokushi.jp/map.php?x=-1075&y=592,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1075&y=592,
北西,-860,592,砦(em6),北西砦993,★3,https://c2.3gokushi.jp/map.php?x=-860&y=592,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-860&y=592,
北西,-727,592,砦(cw2),北西砦832,★1,https://c2.3gokushi.jp/map.php?x=-727&y=592,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-727&y=592,
北西,-459,592,砦(cw2),北西砦509,★5,https://c2.3gokushi.jp/map.php?x=-459&y=592,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-459&y=592,
北西,-946,591,砦(em6),北西砦1105,★5,https://c2.3gokushi.jp/map.php?x=-946&y=591,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-946&y=591,
北西,-902,591,砦(em6),北西砦1048,★3,https://c2.3gokushi.jp/map.php?x=-902&y=591,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-902&y=591,
北西,-810,591,砦(em6),北西砦940,★3,https://c2.3gokushi.jp/map.php?x=-810&y=591,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-810&y=591,
北西,-682,591,砦(em6),北西砦779,★3,https://c2.3gokushi.jp/map.php?x=-682&y=591,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-682&y=591,
北西,-1030,590,砦(em6),北西砦1210,★3,https://c2.3gokushi.jp/map.php?x=-1030&y=590,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1030&y=590,
北西,-904,590,砦(cw2),北西砦1043,★3,https://c2.3gokushi.jp/map.php?x=-904&y=590,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-904&y=590,
北西,-814,590,砦(cw2),北西砦935,★2,https://c2.3gokushi.jp/map.php?x=-814&y=590,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-814&y=590,
北西,-635,587,砦(cw2),鳳凰：北西砦28,★4,https://c2.3gokushi.jp/map.php?x=-635&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=587,
北西,-635,587,砦(em6),鳳凰：北西砦28,★4,https://c2.3gokushi.jp/map.php?x=-635&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=587,
北西,-611,587,砦(cw2),鳳凰：北西砦50,★5,https://c2.3gokushi.jp/map.php?x=-611&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=587,
北西,-611,587,砦(em6),鳳凰：北西砦50,★5,https://c2.3gokushi.jp/map.php?x=-611&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=587,
北西,-539,587,砦(cw2),鳳凰：北東砦46,★5,https://c2.3gokushi.jp/map.php?x=-539&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=587,
北西,-539,587,砦(em6),鳳凰：北東砦46,★5,https://c2.3gokushi.jp/map.php?x=-539&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=587,
北西,-515,587,砦(cw2),鳳凰：北東砦21,★4,https://c2.3gokushi.jp/map.php?x=-515&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=587,
北西,-515,587,砦(em6),鳳凰：北東砦21,★4,https://c2.3gokushi.jp/map.php?x=-515&y=587,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=587,
北西,-1233,576,砦(cw2),北西砦1368,★1,https://c2.3gokushi.jp/map.php?x=-1233&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1233&y=576,
北西,-1097,576,砦(cw2),北西砦1259,★2,https://c2.3gokushi.jp/map.php?x=-1097&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1097&y=576,
北西,-1052,576,砦(em6),北西砦1230,★2,https://c2.3gokushi.jp/map.php?x=-1052&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1052&y=576,
北西,-972,576,砦(em6),北西砦1133,★3,https://c2.3gokushi.jp/map.php?x=-972&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-972&y=576,
北西,-964,576,砦(cw2),北西砦1128,★4,https://c2.3gokushi.jp/map.php?x=-964&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-964&y=576,
北西,-837,576,砦(cw2),北西砦960,★2,https://c2.3gokushi.jp/map.php?x=-837&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-837&y=576,
北西,-746,576,砦(em6),北西砦863,★3,https://c2.3gokushi.jp/map.php?x=-746&y=576,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-746&y=576,
北西,-1279,575,砦(cw2),北西砦1421,★3,https://c2.3gokushi.jp/map.php?x=-1279&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1279&y=575,
北西,-1142,575,砦(em6),北西砦1296,★2,https://c2.3gokushi.jp/map.php?x=-1142&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1142&y=575,
北西,-921,575,砦(em6),北西砦1075,★1,https://c2.3gokushi.jp/map.php?x=-921&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-921&y=575,
北西,-635,575,砦(cw2),鳳凰：北西砦29,★4,https://c2.3gokushi.jp/map.php?x=-635&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=575,
北西,-635,575,砦(em6),鳳凰：北西砦29,★4,https://c2.3gokushi.jp/map.php?x=-635&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=575,
北西,-575,575,砦(cw2),鳳凰大砦,★7,https://c2.3gokushi.jp/map.php?x=-575&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-575&y=575,
北西,-575,575,砦(em6),鳳凰大砦,★7,https://c2.3gokushi.jp/map.php?x=-575&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-575&y=575,
北西,-515,575,砦(cw2),鳳凰：北東砦22,★4,https://c2.3gokushi.jp/map.php?x=-515&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=575,
北西,-515,575,砦(em6),鳳凰：北東砦22,★4,https://c2.3gokushi.jp/map.php?x=-515&y=575,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=575,
北西,-1015,574,砦(cw2),北西砦1180,★4,https://c2.3gokushi.jp/map.php?x=-1015&y=574,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1015&y=574,
北西,-794,574,砦(cw2),北西砦910,★2,https://c2.3gokushi.jp/map.php?x=-794&y=574,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-794&y=574,
北西,-436,574,砦(cw2),北西砦479,★4,https://c2.3gokushi.jp/map.php?x=-436&y=574,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-436&y=574,
北西,-1279,573,砦(em6),北西砦1426,★1,https://c2.3gokushi.jp/map.php?x=-1279&y=573,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1279&y=573,
北西,-1235,573,砦(em6),北西砦1373,★1,https://c2.3gokushi.jp/map.php?x=-1235&y=573,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1235&y=573,
北西,-484,573,砦(em6),北西砦542,★2,https://c2.3gokushi.jp/map.php?x=-484&y=573,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-484&y=573,
北西,-1190,572,砦(cw2),北西砦1326,★2,https://c2.3gokushi.jp/map.php?x=-1190&y=572,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1190&y=572,
北西,-703,572,砦(cw2),北西砦802,★2,https://c2.3gokushi.jp/map.php?x=-703&y=572,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-703&y=572,
北西,-481,572,砦(cw2),北西砦537,★5,https://c2.3gokushi.jp/map.php?x=-481&y=572,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-481&y=572,
北西,-442,572,砦(em6),北西砦484,★2,https://c2.3gokushi.jp/map.php?x=-442&y=572,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-442&y=572,
北西,-1144,571,砦(cw2),北西砦1291,★4,https://c2.3gokushi.jp/map.php?x=-1144&y=571,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1144&y=571,
北西,-833,571,砦(em6),北西砦965,★3,https://c2.3gokushi.jp/map.php?x=-833&y=571,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-833&y=571,
北西,-796,571,砦(em6),北西砦915,★3,https://c2.3gokushi.jp/map.php?x=-796&y=571,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-796&y=571,
北西,-700,571,砦(em6),北西砦807,★3,https://c2.3gokushi.jp/map.php?x=-700&y=571,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-700&y=571,
北西,-1190,570,砦(em6),北西砦1331,★2,https://c2.3gokushi.jp/map.php?x=-1190&y=570,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1190&y=570,
北西,-876,570,砦(cw2),北西砦1015,★2,https://c2.3gokushi.jp/map.php?x=-876&y=570,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-876&y=570,
北西,-656,570,砦(em6),北西砦749,★3,https://c2.3gokushi.jp/map.php?x=-656&y=570,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-656&y=570,
北西,-1053,569,砦(cw2),北西砦1225,★5,https://c2.3gokushi.jp/map.php?x=-1053&y=569,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1053&y=569,
北西,-1008,569,砦(em6),北西砦1185,★2,https://c2.3gokushi.jp/map.php?x=-1008&y=569,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1008&y=569,
北西,-921,569,砦(cw2),北西砦1070,★3,https://c2.3gokushi.jp/map.php?x=-921&y=569,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-921&y=569,
北西,-878,569,砦(em6),北西砦1020,★3,https://c2.3gokushi.jp/map.php?x=-878&y=569,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-878&y=569,
北西,-657,569,砦(cw2),北西砦744,★1,https://c2.3gokushi.jp/map.php?x=-657&y=569,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-657&y=569,
北西,-1104,568,砦(em6),北西砦1264,★3,https://c2.3gokushi.jp/map.php?x=-1104&y=568,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1104&y=568,
北西,-746,568,砦(cw2),北西砦858,★2,https://c2.3gokushi.jp/map.php?x=-746&y=568,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-746&y=568,
北西,-635,563,砦(cw2),鳳凰：南西砦30,★4,https://c2.3gokushi.jp/map.php?x=-635&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=563,
北西,-635,563,砦(em6),鳳凰：南西砦30,★4,https://c2.3gokushi.jp/map.php?x=-635&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-635&y=563,
北西,-611,563,砦(cw2),鳳凰：南西砦51,★5,https://c2.3gokushi.jp/map.php?x=-611&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=563,
北西,-611,563,砦(em6),鳳凰：南西砦51,★5,https://c2.3gokushi.jp/map.php?x=-611&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=563,
北西,-539,563,砦(cw2),鳳凰：南東砦47,★5,https://c2.3gokushi.jp/map.php?x=-539&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=563,
北西,-539,563,砦(em6),鳳凰：南東砦47,★5,https://c2.3gokushi.jp/map.php?x=-539&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=563,
北西,-515,563,砦(cw2),鳳凰：南東砦23,★4,https://c2.3gokushi.jp/map.php?x=-515&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=563,
北西,-515,563,砦(em6),鳳凰：南東砦23,★4,https://c2.3gokushi.jp/map.php?x=-515&y=563,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-515&y=563,
北西,-901,554,砦(em6),北西砦1047,★1,https://c2.3gokushi.jp/map.php?x=-901&y=554,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-901&y=554,
北西,-769,554,砦(em6),北西砦889,★1,https://c2.3gokushi.jp/map.php?x=-769&y=554,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-769&y=554,
北西,-725,554,砦(em6),北西砦836,★2,https://c2.3gokushi.jp/map.php?x=-725&y=554,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-725&y=554,
北西,-464,554,砦(em6),北西砦513,★2,https://c2.3gokushi.jp/map.php?x=-464&y=554,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-464&y=554,
北西,-1164,553,砦(em6),北西砦1313,★3,https://c2.3gokushi.jp/map.php?x=-1164&y=553,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1164&y=553,
北西,-898,552,砦(cw2),北西砦1042,★1,https://c2.3gokushi.jp/map.php?x=-898&y=552,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-898&y=552,
北西,-682,552,砦(em6),北西砦778,★3,https://c2.3gokushi.jp/map.php?x=-682&y=552,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-682&y=552,
北西,-465,552,砦(cw2),北西砦508,★4,https://c2.3gokushi.jp/map.php?x=-465&y=552,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-465&y=552,
北西,-1258,551,砦(em6),北西砦1399,★1,https://c2.3gokushi.jp/map.php?x=-1258&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1258&y=551,
北西,-1081,551,砦(em6),北西砦1249,★2,https://c2.3gokushi.jp/map.php?x=-1081&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1081&y=551,
北西,-986,551,砦(cw2),北西砦1157,★3,https://c2.3gokushi.jp/map.php?x=-986&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-986&y=551,
北西,-811,551,砦(em6),北西砦939,★1,https://c2.3gokushi.jp/map.php?x=-811&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-811&y=551,
北西,-611,551,砦(cw2),鳳凰：南西砦52,★5,https://c2.3gokushi.jp/map.php?x=-611&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=551,
北西,-611,551,砦(em6),鳳凰：南西砦52,★5,https://c2.3gokushi.jp/map.php?x=-611&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-611&y=551,
北西,-539,551,砦(cw2),鳳凰：南東砦48,★5,https://c2.3gokushi.jp/map.php?x=-539&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=551,
北西,-539,551,砦(em6),鳳凰：南東砦48,★5,https://c2.3gokushi.jp/map.php?x=-539&y=551,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-539&y=551,
北西,-1255,550,砦(cw2),北西砦1394,★2,https://c2.3gokushi.jp/map.php?x=-1255&y=550,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1255&y=550,
北西,-1213,550,砦(cw2),北西砦1347,★2,https://c2.3gokushi.jp/map.php?x=-1213&y=550,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1213&y=550,
北西,-1121,550,砦(em6),北西砦1281,★1,https://c2.3gokushi.jp/map.php?x=-1121&y=550,https://c2.3gokushi.jp/auto_send_troop/index.php?x=-1121&y=550,
