npc_name,strategy_status,level,base1_x,base1_y,base2_x,base2_y,adjacency,lord_name,scheduled_time,comment,updated_by,event_id
南東砦1439,未攻略,1,1275,-1278,,,,,,,,e1
南東砦449,未攻略,2,422,-414,,,,,,,,e1
南東砦450,未攻略,5,414,-458,,,,,,,,e1
南東砦451,未攻略,3,419,-505,,,,,,,,e1
南東砦452,未攻略,1,416,-551,,,,,,,,e1
南東砦453,未攻略,2,422,-594,,,,,,,,e1
南東砦454,未攻略,3,418,-641,,,,,,,,e1
南東砦455,未攻略,3,418,-683,,,,,,,,e1
南東砦456,未攻略,1,418,-726,,,,,,,,e1
南東砦457,未攻略,1,422,-770,,,,,,,,e1
南東砦458,未攻略,2,417,-815,,,,,,,,e1
南東砦459,未攻略,1,415,-855,,,,,,,,e1
南東砦460,未攻略,3,422,-903,,,,,,,,e1
南東砦461,未攻略,1,420,-948,,,,,,,,e1
南東砦462,未攻略,4,417,-987,,,,,,,,e1
南東砦463,未攻略,5,419,-1034,,,,,,,,e1
南東砦464,未攻略,1,417,-1081,,,,,,,,e1
南東砦465,未攻略,5,414,-1121,,,,,,,,e1
南東砦466,未攻略,2,419,-1168,,,,,,,,e1
南東砦467,未攻略,4,418,-1206,,,,,,,,e1
南東砦468,未攻略,1,415,-1257,,,,,,,,e1
南東砦478,未攻略,1,437,-436,,,,,,,,e1
南東砦479,未攻略,5,443,-483,,,,,,,,e1
南東砦480,未攻略,3,437,-526,,,,,,,,e1
南東砦481,未攻略,2,437,-573,,,,,,,,e1
南東砦482,未攻略,3,438,-618,,,,,,,,e1
南東砦483,未攻略,5,443,-658,,,,,,,,e1
南東砦484,未攻略,4,436,-706,,,,,,,,e1
南東砦485,未攻略,3,442,-750,,,,,,,,e1
南東砦486,未攻略,3,439,-792,,,,,,,,e1
南東砦487,未攻略,2,443,-833,,,,,,,,e1
南東砦488,未攻略,4,444,-879,,,,,,,,e1
南東砦489,未攻略,1,443,-925,,,,,,,,e1
南東砦490,未攻略,1,443,-964,,,,,,,,e1
南東砦491,未攻略,5,440,-1013,,,,,,,,e1
南東砦492,未攻略,2,442,-1052,,,,,,,,e1
南東砦493,未攻略,3,437,-1096,,,,,,,,e1
南東砦494,未攻略,1,437,-1148,,,,,,,,e1
南東砦495,未攻略,5,444,-1192,,,,,,,,e1
南東砦496,未攻略,2,438,-1231,,,,,,,,e1
南東砦497,未攻略,1,443,-1276,,,,,,,,e1
南東砦507,未攻略,4,463,-419,,,,,,,,e1
南東砦508,未攻略,1,466,-465,,,,,,,,e1
南東砦509,未攻略,3,464,-503,,,,,,,,e1
南東砦510,未攻略,2,459,-549,,,,,,,,e1
南東砦511,未攻略,2,465,-594,,,,,,,,e1
南東砦512,未攻略,2,460,-641,,,,,,,,e1
南東砦513,未攻略,2,459,-686,,,,,,,,e1
南東砦514,未攻略,3,462,-722,,,,,,,,e1
南東砦515,未攻略,4,461,-768,,,,,,,,e1
南東砦516,未攻略,1,465,-818,,,,,,,,e1
南東砦517,未攻略,4,461,-859,,,,,,,,e1
南東砦518,未攻略,3,462,-900,,,,,,,,e1
南東砦519,未攻略,4,462,-950,,,,,,,,e1
南東砦520,未攻略,1,458,-987,,,,,,,,e1
南東砦521,未攻略,4,464,-1030,,,,,,,,e1
南東砦522,未攻略,2,465,-1081,,,,,,,,e1
南東砦523,未攻略,1,465,-1123,,,,,,,,e1
南東砦524,未攻略,1,465,-1170,,,,,,,,e1
南東砦525,未攻略,4,463,-1212,,,,,,,,e1
南東砦526,未攻略,5,462,-1252,,,,,,,,e1
南東砦536,未攻略,1,488,-444,,,,,,,,e1
南東砦537,未攻略,2,487,-483,,,,,,,,e1
南東砦538,未攻略,3,485,-530,,,,,,,,e1
南東砦539,未攻略,5,480,-568,,,,,,,,e1
南東砦540,未攻略,3,481,-617,,,,,,,,e1
南東砦541,未攻略,2,487,-660,,,,,,,,e1
南東砦542,未攻略,3,487,-703,,,,,,,,e1
南東砦543,未攻略,2,483,-748,,,,,,,,e1
南東砦544,未攻略,3,484,-793,,,,,,,,e1
南東砦545,未攻略,5,484,-833,,,,,,,,e1
南東砦546,未攻略,1,480,-882,,,,,,,,e1
南東砦547,未攻略,5,480,-923,,,,,,,,e1
南東砦548,未攻略,5,485,-966,,,,,,,,e1
南東砦549,未攻略,2,484,-1013,,,,,,,,e1
南東砦550,未攻略,1,481,-1054,,,,,,,,e1
南東砦551,未攻略,1,483,-1098,,,,,,,,e1
南東砦552,未攻略,3,480,-1146,,,,,,,,e1
南東砦553,未攻略,3,484,-1188,,,,,,,,e1
南東砦554,未攻略,5,484,-1236,,,,,,,,e1
南東砦555,未攻略,3,482,-1276,,,,,,,,e1
南東砦565,未攻略,2,510,-419,,,,,,,,e1
南東砦566,未攻略,3,508,-465,,,,,,,,e1
南東砦567,未攻略,1,509,-678,,,,,,,,e1
南東砦568,未攻略,2,508,-724,,,,,,,,e1
南東砦569,未攻略,2,507,-769,,,,,,,,e1
南東砦570,未攻略,4,510,-815,,,,,,,,e1
南東砦571,未攻略,5,507,-854,,,,,,,,e1
南東砦572,未攻略,3,505,-898,,,,,,,,e1
南東砦573,未攻略,3,504,-947,,,,,,,,e1
南東砦574,未攻略,1,503,-989,,,,,,,,e1
南東砦575,未攻略,1,504,-1030,,,,,,,,e1
南東砦576,未攻略,3,505,-1076,,,,,,,,e1
南東砦577,未攻略,5,506,-1121,,,,,,,,e1
南東砦578,未攻略,5,508,-1163,,,,,,,,e1
南東砦579,未攻略,2,503,-1206,,,,,,,,e1
南東砦580,未攻略,2,505,-1257,,,,,,,,e1
南東砦590,未攻略,2,525,-444,,,,,,,,e1
南東砦591,未攻略,3,528,-483,,,,,,,,e1
南東砦592,未攻略,3,531,-663,,,,,,,,e1
南東砦593,未攻略,2,529,-705,,,,,,,,e1
南東砦594,未攻略,3,530,-746,,,,,,,,e1
南東砦595,未攻略,4,528,-788,,,,,,,,e1
南東砦596,未攻略,2,526,-836,,,,,,,,e1
南東砦597,未攻略,2,531,-880,,,,,,,,e1
南東砦598,未攻略,2,528,-927,,,,,,,,e1
南東砦599,未攻略,3,529,-965,,,,,,,,e1
南東砦600,未攻略,3,529,-1011,,,,,,,,e1
南東砦601,未攻略,2,525,-1053,,,,,,,,e1
南東砦602,未攻略,2,531,-1097,,,,,,,,e1
南東砦603,未攻略,3,532,-1148,,,,,,,,e1
南東砦604,未攻略,5,531,-1185,,,,,,,,e1
南東砦605,未攻略,2,527,-1228,,,,,,,,e1
南東砦606,未攻略,1,531,-1275,,,,,,,,e1
南東砦616,未攻略,2,553,-422,,,,,,,,e1
南東砦617,未攻略,5,546,-460,,,,,,,,e1
南東砦618,未攻略,4,551,-683,,,,,,,,e1
南東砦619,未攻略,3,547,-729,,,,,,,,e1
南東砦620,未攻略,2,548,-767,,,,,,,,e1
南東砦621,未攻略,2,546,-816,,,,,,,,e1
南東砦622,未攻略,3,546,-857,,,,,,,,e1
南東砦623,未攻略,3,553,-903,,,,,,,,e1
南東砦624,未攻略,1,553,-948,,,,,,,,e1
南東砦625,未攻略,1,548,-989,,,,,,,,e1
南東砦626,未攻略,4,547,-1035,,,,,,,,e1
南東砦627,未攻略,2,547,-1079,,,,,,,,e1
南東砦628,未攻略,3,553,-1123,,,,,,,,e1
南東砦629,未攻略,3,554,-1163,,,,,,,,e1
南東砦630,未攻略,2,552,-1207,,,,,,,,e1
南東砦631,未攻略,4,553,-1258,,,,,,,,e1
南東砦641,未攻略,3,574,-444,,,,,,,,e1
南東砦642,未攻略,5,574,-481,,,,,,,,e1
南東砦643,未攻略,2,573,-657,,,,,,,,e1
南東砦644,未攻略,4,569,-704,,,,,,,,e1
南東砦645,未攻略,1,568,-746,,,,,,,,e1
南東砦646,未攻略,3,568,-792,,,,,,,,e1
南東砦647,未攻略,2,568,-833,,,,,,,,e1
南東砦648,未攻略,1,568,-878,,,,,,,,e1
南東砦649,未攻略,2,571,-924,,,,,,,,e1
南東砦650,未攻略,1,573,-964,,,,,,,,e1
南東砦651,未攻略,2,576,-1012,,,,,,,,e1
南東砦652,未攻略,2,575,-1054,,,,,,,,e1
南東砦653,未攻略,2,575,-1103,,,,,,,,e1
南東砦654,未攻略,1,570,-1144,,,,,,,,e1
南東砦655,未攻略,1,570,-1190,,,,,,,,e1
南東砦656,未攻略,1,575,-1230,,,,,,,,e1
南東砦657,未攻略,3,576,-1275,,,,,,,,e1
南東砦667,未攻略,3,594,-419,,,,,,,,e1
南東砦668,未攻略,2,595,-463,,,,,,,,e1
南東砦669,未攻略,2,590,-679,,,,,,,,e1
南東砦670,未攻略,3,595,-724,,,,,,,,e1
南東砦671,未攻略,3,598,-774,,,,,,,,e1
南東砦672,未攻略,3,592,-810,,,,,,,,e1
南東砦673,未攻略,1,592,-857,,,,,,,,e1
南東砦674,未攻略,5,598,-905,,,,,,,,e1
南東砦675,未攻略,1,594,-945,,,,,,,,e1
南東砦676,未攻略,2,597,-989,,,,,,,,e1
南東砦677,未攻略,2,590,-1035,,,,,,,,e1
南東砦678,未攻略,1,598,-1077,,,,,,,,e1
南東砦679,未攻略,3,594,-1123,,,,,,,,e1
南東砦680,未攻略,2,590,-1170,,,,,,,,e1
南東砦681,未攻略,3,596,-1207,,,,,,,,e1
南東砦682,未攻略,5,598,-1253,,,,,,,,e1
南東砦692,未攻略,1,613,-437,,,,,,,,e1
南東砦693,未攻略,2,617,-487,,,,,,,,e1
南東砦694,未攻略,2,612,-660,,,,,,,,e1
南東砦695,未攻略,3,615,-701,,,,,,,,e1
南東砦696,未攻略,2,618,-752,,,,,,,,e1
南東砦697,未攻略,5,615,-794,,,,,,,,e1
南東砦698,未攻略,3,615,-833,,,,,,,,e1
南東砦699,未攻略,5,615,-877,,,,,,,,e1
南東砦700,未攻略,3,618,-921,,,,,,,,e1
南東砦701,未攻略,4,616,-972,,,,,,,,e1
南東砦702,未攻略,2,615,-1011,,,,,,,,e1
南東砦703,未攻略,3,618,-1059,,,,,,,,e1
南東砦704,未攻略,2,617,-1102,,,,,,,,e1
南東砦705,未攻略,3,615,-1144,,,,,,,,e1
南東砦706,未攻略,2,619,-1190,,,,,,,,e1
南東砦707,未攻略,2,617,-1233,,,,,,,,e1
南東砦708,未攻略,5,617,-1275,,,,,,,,e1
南東砦718,未攻略,3,639,-418,,,,,,,,e1
南東砦719,未攻略,1,641,-463,,,,,,,,e1
南東砦720,未攻略,1,635,-680,,,,,,,,e1
南東砦721,未攻略,5,642,-724,,,,,,,,e1
南東砦722,未攻略,3,640,-767,,,,,,,,e1
南東砦723,未攻略,3,637,-810,,,,,,,,e1
南東砦724,未攻略,3,638,-861,,,,,,,,e1
南東砦725,未攻略,2,642,-904,,,,,,,,e1
南東砦726,未攻略,2,635,-944,,,,,,,,e1
南東砦727,未攻略,4,634,-987,,,,,,,,e1
南東砦728,未攻略,3,635,-1038,,,,,,,,e1
南東砦729,未攻略,2,636,-1079,,,,,,,,e1
南東砦730,未攻略,2,639,-1125,,,,,,,,e1
南東砦731,未攻略,1,635,-1169,,,,,,,,e1
南東砦732,未攻略,1,641,-1211,,,,,,,,e1
南東砦733,未攻略,2,638,-1255,,,,,,,,e1
南東砦743,未攻略,1,661,-439,,,,,,,,e1
南東砦744,未攻略,1,662,-486,,,,,,,,e1
南東砦745,未攻略,2,660,-528,,,,,,,,e1
南東砦746,未攻略,1,662,-573,,,,,,,,e1
南東砦747,未攻略,1,656,-617,,,,,,,,e1
南東砦748,未攻略,3,660,-661,,,,,,,,e1
南東砦749,未攻略,2,659,-702,,,,,,,,e1
南東砦750,未攻略,1,657,-745,,,,,,,,e1
南東砦751,未攻略,4,661,-795,,,,,,,,e1
南東砦752,未攻略,5,660,-833,,,,,,,,e1
南東砦753,未攻略,2,661,-884,,,,,,,,e1
南東砦754,未攻略,4,657,-923,,,,,,,,e1
南東砦755,未攻略,1,662,-964,,,,,,,,e1
南東砦756,未攻略,1,661,-1010,,,,,,,,e1
南東砦757,未攻略,2,657,-1060,,,,,,,,e1
南東砦758,未攻略,3,656,-1103,,,,,,,,e1
南東砦759,未攻略,5,657,-1142,,,,,,,,e1
南東砦760,未攻略,1,661,-1188,,,,,,,,e1
南東砦761,未攻略,4,663,-1233,,,,,,,,e1
南東砦762,未攻略,3,661,-1280,,,,,,,,e1
南東砦772,未攻略,3,682,-417,,,,,,,,e1
南東砦773,未攻略,3,681,-461,,,,,,,,e1
南東砦774,未攻略,3,681,-506,,,,,,,,e1
南東砦775,未攻略,3,683,-550,,,,,,,,e1
南東砦776,未攻略,3,681,-590,,,,,,,,e1
南東砦777,未攻略,1,681,-634,,,,,,,,e1
南東砦778,未攻略,2,678,-681,,,,,,,,e1
南東砦779,未攻略,1,686,-729,,,,,,,,e1
南東砦780,未攻略,4,679,-770,,,,,,,,e1
南東砦781,未攻略,4,681,-810,,,,,,,,e1
南東砦782,未攻略,5,685,-858,,,,,,,,e1
南東砦783,未攻略,5,683,-903,,,,,,,,e1
南東砦784,未攻略,1,679,-950,,,,,,,,e1
南東砦785,未攻略,3,681,-991,,,,,,,,e1
南東砦786,未攻略,1,678,-1038,,,,,,,,e1
南東砦787,未攻略,3,681,-1078,,,,,,,,e1
南東砦788,未攻略,2,684,-1119,,,,,,,,e1
南東砦789,未攻略,2,683,-1168,,,,,,,,e1
南東砦790,未攻略,1,682,-1211,,,,,,,,e1
南東砦791,未攻略,2,680,-1251,,,,,,,,e1
南東砦801,未攻略,2,704,-442,,,,,,,,e1
南東砦802,未攻略,3,706,-488,,,,,,,,e1
南東砦803,未攻略,3,707,-531,,,,,,,,e1
南東砦804,未攻略,1,701,-568,,,,,,,,e1
南東砦805,未攻略,2,701,-615,,,,,,,,e1
南東砦806,未攻略,3,701,-663,,,,,,,,e1
南東砦807,未攻略,4,705,-702,,,,,,,,e1
南東砦808,未攻略,3,704,-750,,,,,,,,e1
南東砦809,未攻略,4,704,-788,,,,,,,,e1
南東砦810,未攻略,1,706,-832,,,,,,,,e1
南東砦811,未攻略,4,704,-879,,,,,,,,e1
南東砦812,未攻略,3,701,-928,,,,,,,,e1
南東砦813,未攻略,2,705,-966,,,,,,,,e1
南東砦814,未攻略,2,700,-1008,,,,,,,,e1
南東砦815,未攻略,3,700,-1057,,,,,,,,e1
南東砦816,未攻略,2,704,-1098,,,,,,,,e1
南東砦817,未攻略,3,700,-1143,,,,,,,,e1
南東砦818,未攻略,3,702,-1190,,,,,,,,e1
南東砦819,未攻略,4,707,-1229,,,,,,,,e1
南東砦820,未攻略,3,708,-1274,,,,,,,,e1
南東砦830,未攻略,3,724,-418,,,,,,,,e1
南東砦831,未攻略,4,725,-460,,,,,,,,e1
南東砦832,未攻略,4,728,-507,,,,,,,,e1
南東砦833,未攻略,3,722,-551,,,,,,,,e1
南東砦834,未攻略,3,728,-598,,,,,,,,e1
南東砦835,未攻略,5,729,-634,,,,,,,,e1
南東砦836,未攻略,5,723,-682,,,,,,,,e1
南東砦837,未攻略,2,722,-722,,,,,,,,e1
南東砦838,未攻略,1,728,-774,,,,,,,,e1
南東砦839,未攻略,2,723,-816,,,,,,,,e1
南東砦840,未攻略,3,722,-856,,,,,,,,e1
南東砦841,未攻略,2,722,-905,,,,,,,,e1
南東砦842,未攻略,1,723,-944,,,,,,,,e1
南東砦843,未攻略,1,726,-987,,,,,,,,e1
南東砦844,未攻略,5,724,-1031,,,,,,,,e1
南東砦845,未攻略,4,729,-1165,,,,,,,,e1
南東砦846,未攻略,1,727,-1207,,,,,,,,e1
南東砦847,未攻略,2,725,-1257,,,,,,,,e1
南東砦857,未攻略,1,744,-439,,,,,,,,e1
南東砦858,未攻略,3,748,-487,,,,,,,,e1
南東砦859,未攻略,2,744,-528,,,,,,,,e1
南東砦860,未攻略,3,750,-570,,,,,,,,e1
南東砦861,未攻略,3,746,-616,,,,,,,,e1
南東砦862,未攻略,4,752,-664,,,,,,,,e1
南東砦863,未攻略,3,748,-705,,,,,,,,e1
南東砦864,未攻略,5,752,-746,,,,,,,,e1
南東砦865,未攻略,2,750,-788,,,,,,,,e1
南東砦866,未攻略,3,744,-835,,,,,,,,e1
南東砦867,未攻略,3,745,-882,,,,,,,,e1
南東砦868,未攻略,2,752,-925,,,,,,,,e1
南東砦869,未攻略,2,749,-965,,,,,,,,e1
南東砦870,未攻略,1,750,-1010,,,,,,,,e1
南東砦871,未攻略,3,744,-1185,,,,,,,,e1
南東砦872,未攻略,1,751,-1232,,,,,,,,e1
南東砦873,未攻略,1,744,-1273,,,,,,,,e1
南東砦883,未攻略,2,771,-418,,,,,,,,e1
南東砦884,未攻略,3,772,-460,,,,,,,,e1
南東砦885,未攻略,3,766,-505,,,,,,,,e1
南東砦886,未攻略,1,772,-551,,,,,,,,e1
南東砦887,未攻略,1,769,-591,,,,,,,,e1
南東砦888,未攻略,5,772,-638,,,,,,,,e1
南東砦889,未攻略,4,769,-685,,,,,,,,e1
南東砦890,未攻略,3,774,-727,,,,,,,,e1
南東砦891,未攻略,3,771,-768,,,,,,,,e1
南東砦892,未攻略,3,771,-818,,,,,,,,e1
南東砦893,未攻略,5,772,-860,,,,,,,,e1
南東砦894,未攻略,1,774,-901,,,,,,,,e1
南東砦895,未攻略,2,774,-943,,,,,,,,e1
南東砦896,未攻略,1,767,-988,,,,,,,,e1
南東砦897,未攻略,2,767,-1035,,,,,,,,e1
南東砦898,未攻略,2,768,-1169,,,,,,,,e1
南東砦899,未攻略,5,766,-1207,,,,,,,,e1
南東砦900,未攻略,1,766,-1258,,,,,,,,e1
南東砦909,未攻略,4,793,-437,,,,,,,,e1
南東砦910,未攻略,1,793,-488,,,,,,,,e1
南東砦911,未攻略,3,795,-525,,,,,,,,e1
南東砦912,未攻略,1,794,-573,,,,,,,,e1
南東砦913,未攻略,1,791,-620,,,,,,,,e1
南東砦914,未攻略,2,795,-664,,,,,,,,e1
南東砦915,未攻略,2,793,-701,,,,,,,,e1
南東砦916,未攻略,1,793,-748,,,,,,,,e1
南東砦917,未攻略,5,794,-788,,,,,,,,e1
南東砦918,未攻略,2,793,-832,,,,,,,,e1
南東砦919,未攻略,3,796,-876,,,,,,,,e1
南東砦920,未攻略,2,790,-927,,,,,,,,e1
南東砦921,未攻略,2,790,-965,,,,,,,,e1
南東砦922,未攻略,5,792,-1014,,,,,,,,e1
南東砦923,未攻略,2,792,-1191,,,,,,,,e1
南東砦924,未攻略,5,796,-1229,,,,,,,,e1
南東砦925,未攻略,1,795,-1276,,,,,,,,e1
南東砦933,未攻略,2,814,-415,,,,,,,,e1
南東砦934,未攻略,2,817,-461,,,,,,,,e1
南東砦935,未攻略,1,811,-503,,,,,,,,e1
南東砦936,未攻略,5,811,-546,,,,,,,,e1
南東砦937,未攻略,3,815,-596,,,,,,,,e1
南東砦938,未攻略,2,815,-635,,,,,,,,e1
南東砦939,未攻略,2,815,-683,,,,,,,,e1
南東砦940,未攻略,3,815,-730,,,,,,,,e1
南東砦941,未攻略,3,814,-770,,,,,,,,e1
南東砦942,未攻略,3,813,-814,,,,,,,,e1
南東砦943,未攻略,4,816,-862,,,,,,,,e1
南東砦944,未攻略,3,810,-901,,,,,,,,e1
南東砦945,未攻略,1,811,-944,,,,,,,,e1
南東砦946,未攻略,3,817,-991,,,,,,,,e1
南東砦947,未攻略,3,816,-1033,,,,,,,,e1
南東砦948,未攻略,3,810,-1169,,,,,,,,e1
南東砦949,未攻略,2,812,-1206,,,,,,,,e1
南東砦950,未攻略,1,810,-1257,,,,,,,,e1
南東砦959,未攻略,1,832,-443,,,,,,,,e1
南東砦960,未攻略,5,834,-485,,,,,,,,e1
南東砦961,未攻略,1,840,-524,,,,,,,,e1
南東砦962,未攻略,1,836,-571,,,,,,,,e1
南東砦963,未攻略,1,839,-613,,,,,,,,e1
南東砦964,未攻略,2,834,-660,,,,,,,,e1
南東砦965,未攻略,3,836,-705,,,,,,,,e1
南東砦966,未攻略,5,837,-746,,,,,,,,e1
南東砦967,未攻略,3,832,-792,,,,,,,,e1
南東砦968,未攻略,2,835,-833,,,,,,,,e1
南東砦969,未攻略,5,840,-877,,,,,,,,e1
南東砦970,未攻略,2,832,-923,,,,,,,,e1
南東砦971,未攻略,2,833,-964,,,,,,,,e1
南東砦972,未攻略,5,834,-1009,,,,,,,,e1
南東砦973,未攻略,5,836,-1055,,,,,,,,e1
南東砦974,未攻略,1,839,-1099,,,,,,,,e1
南東砦975,未攻略,5,837,-1141,,,,,,,,e1
南東砦976,未攻略,2,835,-1191,,,,,,,,e1
南東砦977,未攻略,2,832,-1230,,,,,,,,e1
南東砦978,未攻略,5,838,-1273,,,,,,,,e1
南東砦986,未攻略,2,855,-418,,,,,,,,e1
南東砦987,未攻略,4,862,-463,,,,,,,,e1
南東砦988,未攻略,2,857,-506,,,,,,,,e1
南東砦989,未攻略,1,861,-551,,,,,,,,e1
南東砦990,未攻略,2,859,-593,,,,,,,,e1
南東砦991,未攻略,1,855,-641,,,,,,,,e1
南東砦992,未攻略,3,854,-678,,,,,,,,e1
南東砦993,未攻略,5,854,-724,,,,,,,,e1
南東砦994,未攻略,3,855,-772,,,,,,,,e1
南東砦995,未攻略,5,860,-817,,,,,,,,e1
南東砦996,未攻略,3,857,-862,,,,,,,,e1
南東砦997,未攻略,5,854,-899,,,,,,,,e1
南東砦998,未攻略,1,855,-950,,,,,,,,e1
南東砦999,未攻略,1,860,-993,,,,,,,,e1
襄陽,未攻略,8,0,-1180,,,,,,,,e1
朱雀大砦,未攻略,7,0,-850,,,,,,,,e1
九紫砦,未攻略,6,-225,-1140,,,,,,,,e1
離宮砦,未攻略,6,225,-1140,,,,,,,,e1
九紫：南西砦10,未攻略,5,-237,-1176,,,,,,,,e1
九紫：南西砦11,未攻略,5,-249,-1176,,,,,,,,e1
九紫：南西砦12,未攻略,5,-261,-1176,,,,,,,,e1
九紫：南西砦19,未攻略,5,-261,-1152,,,,,,,,e1
九紫：南西砦20,未攻略,5,-261,-1164,,,,,,,,e1
九紫：南東砦15,未攻略,5,-189,-1152,,,,,,,,e1
九紫：南東砦16,未攻略,5,-189,-1164,,,,,,,,e1
九紫：南東砦7,未攻略,5,-189,-1176,,,,,,,,e1
九紫：南東砦8,未攻略,5,-201,-1176,,,,,,,,e1
九紫：南東砦9,未攻略,5,-213,-1176,,,,,,,,e1
九紫：北西砦17,未攻略,5,-261,-1116,,,,,,,,e1
九紫：北西砦18,未攻略,5,-261,-1128,,,,,,,,e1
九紫：北西砦4,未攻略,5,-237,-1104,,,,,,,,e1
九紫：北西砦5,未攻略,5,-249,-1104,,,,,,,,e1
九紫：北西砦6,未攻略,5,-261,-1104,,,,,,,,e1
九紫：北東砦1,未攻略,5,-189,-1104,,,,,,,,e1
九紫：北東砦13,未攻略,5,-189,-1116,,,,,,,,e1
九紫：北東砦14,未攻略,5,-189,-1128,,,,,,,,e1
九紫：北東砦2,未攻略,5,-201,-1104,,,,,,,,e1
九紫：北東砦3,未攻略,5,-213,-1104,,,,,,,,e1
朱雀：南西砦15,未攻略,4,-12,-910,,,,,,,,e1
朱雀：南西砦16,未攻略,4,-36,-910,,,,,,,,e1
朱雀：南西砦17,未攻略,4,-48,-910,,,,,,,,e1
朱雀：南西砦18,未攻略,4,-60,-910,,,,,,,,e1
朱雀：南西砦30,未攻略,4,-60,-862,,,,,,,,e1
朱雀：南西砦31,未攻略,4,-60,-886,,,,,,,,e1
朱雀：南西砦32,未攻略,4,-60,-898,,,,,,,,e1
朱雀：南西砦42,未攻略,5,-12,-886,,,,,,,,e1
朱雀：南西砦43,未攻略,5,-24,-886,,,,,,,,e1
朱雀：南西砦44,未攻略,5,-36,-886,,,,,,,,e1
朱雀：南西砦51,未攻略,5,-36,-862,,,,,,,,e1
朱雀：南西砦52,未攻略,5,-36,-874,,,,,,,,e1
朱雀：南東砦10,未攻略,4,60,-910,,,,,,,,e1
朱雀：南東砦11,未攻略,4,48,-910,,,,,,,,e1
朱雀：南東砦12,未攻略,4,36,-910,,,,,,,,e1
朱雀：南東砦13,未攻略,4,12,-910,,,,,,,,e1
朱雀：南東砦14,未攻略,4,0,-910,,,,,,,,e1
朱雀：南東砦23,未攻略,4,60,-862,,,,,,,,e1
朱雀：南東砦24,未攻略,4,60,-886,,,,,,,,e1
朱雀：南東砦25,未攻略,4,60,-898,,,,,,,,e1
朱雀：南東砦39,未攻略,5,36,-886,,,,,,,,e1
朱雀：南東砦40,未攻略,5,24,-886,,,,,,,,e1
朱雀：南東砦41,未攻略,5,12,-886,,,,,,,,e1
朱雀：南東砦47,未攻略,5,36,-862,,,,,,,,e1
朱雀：南東砦48,未攻略,5,36,-874,,,,,,,,e1
朱雀：北西砦26,未攻略,4,-60,-802,,,,,,,,e1
朱雀：北西砦27,未攻略,4,-60,-814,,,,,,,,e1
朱雀：北西砦28,未攻略,4,-60,-838,,,,,,,,e1
朱雀：北西砦29,未攻略,4,-60,-850,,,,,,,,e1
朱雀：北西砦36,未攻略,5,-12,-814,,,,,,,,e1
朱雀：北西砦37,未攻略,5,-24,-814,,,,,,,,e1
朱雀：北西砦38,未攻略,5,-36,-814,,,,,,,,e1
朱雀：北西砦49,未攻略,5,-36,-826,,,,,,,,e1
朱雀：北西砦50,未攻略,5,-36,-838,,,,,,,,e1
朱雀：北西砦6,未攻略,4,-12,-790,,,,,,,,e1
朱雀：北西砦7,未攻略,4,-36,-790,,,,,,,,e1
朱雀：北西砦8,未攻略,4,-48,-790,,,,,,,,e1
朱雀：北西砦9,未攻略,4,-60,-790,,,,,,,,e1
朱雀：北東砦1,未攻略,4,60,-790,,,,,,,,e1
朱雀：北東砦19,未攻略,4,60,-802,,,,,,,,e1
朱雀：北東砦2,未攻略,4,48,-790,,,,,,,,e1
朱雀：北東砦20,未攻略,4,60,-814,,,,,,,,e1
朱雀：北東砦21,未攻略,4,60,-838,,,,,,,,e1
朱雀：北東砦22,未攻略,4,60,-850,,,,,,,,e1
朱雀：北東砦3,未攻略,4,36,-790,,,,,,,,e1
朱雀：北東砦33,未攻略,5,36,-814,,,,,,,,e1
朱雀：北東砦34,未攻略,5,24,-814,,,,,,,,e1
朱雀：北東砦35,未攻略,5,12,-814,,,,,,,,e1
朱雀：北東砦4,未攻略,4,12,-790,,,,,,,,e1
朱雀：北東砦45,未攻略,5,36,-826,,,,,,,,e1
朱雀：北東砦46,未攻略,5,36,-838,,,,,,,,e1
朱雀：北東砦5,未攻略,4,0,-790,,,,,,,,e1
南西砦10,未攻略,3,-21,-638,,,,,,,,e1
南西砦100,未攻略,2,-134,-833,,,,,,,,e1
南西砦101,未攻略,2,-133,-882,,,,,,,,e1
南西砦102,未攻略,1,-131,-926,,,,,,,,e1
南西砦103,未攻略,2,-130,-964,,,,,,,,e1
南西砦104,未攻略,3,-131,-1008,,,,,,,,e1
南西砦105,未攻略,2,-133,-1054,,,,,,,,e1
南西砦106,未攻略,2,-136,-1096,,,,,,,,e1
南西砦107,未攻略,1,-130,-1148,,,,,,,,e1
南西砦108,未攻略,3,-131,-1188,,,,,,,,e1
南西砦109,未攻略,5,-130,-1234,,,,,,,,e1
南西砦11,未攻略,3,-23,-681,,,,,,,,e1
南西砦110,未攻略,1,-135,-1277,,,,,,,,e1
南西砦115,未攻略,3,-153,-415,,,,,,,,e1
南西砦116,未攻略,3,-150,-463,,,,,,,,e1
南西砦117,未攻略,2,-158,-506,,,,,,,,e1
南西砦118,未攻略,2,-150,-550,,,,,,,,e1
南西砦119,未攻略,2,-150,-593,,,,,,,,e1
南西砦12,未攻略,3,-23,-728,,,,,,,,e1
南西砦120,未攻略,3,-156,-641,,,,,,,,e1
南西砦121,未攻略,3,-158,-685,,,,,,,,e1
南西砦122,未攻略,3,-157,-722,,,,,,,,e1
南西砦123,未攻略,4,-152,-767,,,,,,,,e1
