NPC名	X座標	Y座標	★
南東砦1266	1098	-883	★3
南東砦1267	1100	-922	★1
南東砦1268	1103	-970	★2
南東砦1269	1099	-1233	★3
南東砦1270	1096	-1275	★4
南東砦1275	1119	-417	★1
南東砦1276	1119	-461	★3
南東砦1277	1119	-508	★2
南東砦1278	1125	-551	★4
南東砦1279	1126	-596	★3
南東砦1280	1120	-634	★1
南東砦1281	1118	-681	★2
南東砦1282	1119	-862	★2
南東砦1283	1125	-901	★1
南東砦1284	1125	-947	★5
南東砦1285	1126	-1257	★2
南東砦1290	1141	-440	★3
南東砦1291	1141	-480	★5
南東砦1292	1147	-531	★2
南東砦1293	1146	-575	★3
南東砦1294	1141	-617	★1
南東砦1295	1143	-658	★2
南東砦1296	1148	-706	★4
南東砦1297	1142	-840	★1
南東砦1298	1141	-883	★3
南東砦1299	1143	-923	★2
南東砦1300	1148	-968	★1
南東砦1301	1147	-1231	★3
南東砦1302	1143	-1275	★1
南東砦1307	1163	-417	★3
南東砦1308	1168	-463	★2
南東砦1309	1163	-504	★1
南東砦1310	1164	-547	★5
南東砦1311	1169	-596	★4
南東砦1312	1165	-634	★1
南東砦1313	1169	-682	★2
南東砦1314	1163	-724	★3
南東砦1315	1169	-768	★5
南東砦1316	1168	-815	★1
南東砦1317	1170	-856	★1
南東砦1318	1162	-906	★2
南東砦1319	1162	-950	★5
南東砦1320	1170	-1252	★3
南東砦1325	1189	-437	★2
南東砦1326	1187	-480	★4
南東砦1327	1184	-526	★1
南東砦1328	1190	-571	★1
南東砦1329	1185	-612	★3
南東砦1330	1189	-663	★4
南東砦1331	1190	-701	★3
南東砦1332	1189	-750	★3
南東砦1333	1191	-788	★3
南東砦1334	1185	-838	★2
南東砦1335	1189	-876	★2
南東砦1336	1184	-921	★1
南東砦1337	1191	-966	★5
南東砦1338	1187	-1234	★3
南東砦1339	1186	-1276	★2
南東砦1346	1207	-416	★3
南東砦1347	1207	-462	★2
南東砦1348	1210	-506	★2
南東砦1349	1209	-548	★4
南東砦1350	1212	-598	★1
南東砦1351	1209	-636	★4
南東砦1352	1206	-680	★3
南東砦1353	1208	-729	★3
南東砦1354	1211	-771	★2
南東砦1355	1208	-815	★3
南東砦1356	1213	-854	★2
南東砦1357	1209	-900	★1
南東砦1358	1210	-947	★1
南東砦1359	1207	-1251	★1
南東砦1367	1228	-439	★3
南東砦1368	1234	-486	★1
南東砦1369	1233	-528	★5
南東砦1370	1231	-568	★3
南東砦1371	1230	-617	★1
南東砦1372	1236	-664	★2
南東砦1373	1229	-706	★3
南東砦1374	1233	-752	★3
南東砦1375	1232	-795	★5
南東砦1376	1230	-836	★2
南東砦1377	1234	-878	★5
南東砦1378	1232	-924	★2
南東砦1379	1233	-964	★2
南東砦1380	1228	-1015	★4
南東砦1381	1235	-1053	★4
南東砦1382	1235	-1102	★1
南東砦1383	1230	-1140	★1
南東砦1384	1233	-1191	★4
南東砦1385	1235	-1233	★3
南東砦1386	1233	-1274	★1
南東砦1393	1251	-415	★3
南東砦1394	1256	-466	★5
南東砦1395	1257	-510	★5
南東砦1396	1258	-546	★1
南東砦1397	1252	-593	★3
南東砦1398	1254	-634	★5
南東砦1399	1253	-679	★1
南東砦1400	1254	-728	★1
南東砦1401	1258	-769	★2
南東砦1402	1252	-811	★4
南東砦1403	1255	-859	★5
南東砦1404	1250	-904	★3
南東砦1405	1250	-943	★1
南東砦1406	1250	-990	★2
南東砦1407	1253	-1037	★1
南東砦1408	1251	-1074	★2
南東砦1409	1254	-1118	★3
南東砦1410	1255	-1166	★1
南東砦1411	1256	-1207	★4
南東砦1412	1252	-1255	★3
南東砦1420	1279	-437	★2
南東砦1421	1275	-488	★1
南東砦1422	1279	-528	★1
南東砦1423	1275	-568	★3
南東砦1424	1273	-612	★3
南東砦1425	1276	-663	★1
南東砦1426	1275	-704	★2
南東砦1427	1272	-751	★1
南東砦1428	1279	-793	★1
南東砦1429	1273	-840	★2
南東砦1430	1279	-883	★3
南東砦1431	1273	-924	★3
南東砦1432	1272	-968	★1
南東砦1433	1277	-1013	★4
南東砦1434	1274	-1052	★5
南東砦1435	1276	-1096	★1
南東砦1436	1276	-1145	★1
南東砦1437	1272	-1192	★1
南東砦1438	1275	-1235	★5
南東砦1439	1275	-1278	★1
南東砦449	422	-414	★2
南東砦450	414	-458	★5
南東砦451	419	-505	★3
南東砦452	416	-551	★1
南東砦453	422	-594	★2
南東砦454	418	-641	★3
南東砦455	418	-683	★3
南東砦456	418	-726	★1
南東砦457	422	-770	★1
南東砦458	417	-815	★2
南東砦459	415	-855	★1
南東砦460	422	-903	★3
南東砦461	420	-948	★1
南東砦462	417	-987	★4
南東砦463	419	-1034	★5
南東砦464	417	-1081	★1
南東砦465	414	-1121	★5
南東砦466	419	-1168	★2
南東砦467	418	-1206	★4
南東砦468	415	-1257	★1
南東砦478	437	-436	★1
南東砦479	443	-483	★5
南東砦480	437	-526	★3
南東砦481	437	-573	★2
南東砦482	438	-618	★3
南東砦483	443	-658	★5
南東砦484	436	-706	★4
南東砦485	442	-750	★3
南東砦486	439	-792	★3
南東砦487	443	-833	★2
南東砦488	444	-879	★4
南東砦489	443	-925	★1
南東砦490	443	-964	★1
南東砦491	440	-1013	★5
南東砦492	442	-1052	★2
南東砦493	437	-1096	★3
南東砦494	437	-1148	★1
南東砦495	444	-1192	★5
南東砦496	438	-1231	★2
南東砦497	443	-1276	★1
南東砦507	463	-419	★4
南東砦508	466	-465	★1
南東砦509	464	-503	★3
南東砦510	459	-549	★2
南東砦511	465	-594	★2
南東砦512	460	-641	★2
南東砦513	459	-686	★2
南東砦514	462	-722	★3
南東砦515	461	-768	★4
南東砦516	465	-818	★1
南東砦517	461	-859	★4
南東砦518	462	-900	★3
南東砦519	462	-950	★4
南東砦520	458	-987	★1
南東砦521	464	-1030	★4
南東砦522	465	-1081	★2
南東砦523	465	-1123	★1
南東砦524	465	-1170	★1
南東砦525	463	-1212	★4
南東砦526	462	-1252	★5
南東砦536	488	-444	★1
南東砦537	487	-483	★2
南東砦538	485	-530	★3
南東砦539	480	-568	★5
南東砦540	481	-617	★3
南東砦541	487	-660	★2
南東砦542	487	-703	★3
南東砦543	483	-748	★2
南東砦544	484	-793	★3
南東砦545	484	-833	★5
南東砦546	480	-882	★1
南東砦547	480	-923	★5
南東砦548	485	-966	★5
南東砦549	484	-1013	★2
南東砦550	481	-1054	★1
南東砦551	483	-1098	★1
南東砦552	480	-1146	★3
南東砦553	484	-1188	★3
南東砦554	484	-1236	★5
南東砦555	482	-1276	★3
南東砦565	510	-419	★2
南東砦566	508	-465	★3
南東砦567	509	-678	★1
南東砦568	508	-724	★2
南東砦569	507	-769	★2
南東砦570	510	-815	★4
南東砦571	507	-854	★5
南東砦572	505	-898	★3
南東砦573	504	-947	★3
南東砦574	503	-989	★1
南東砦575	504	-1030	★1
南東砦576	505	-1076	★3
南東砦577	506	-1121	★5
南東砦578	508	-1163	★5
南東砦579	503	-1206	★2
南東砦580	505	-1257	★2
南東砦590	525	-444	★2
南東砦591	528	-483	★3
南東砦592	531	-663	★3
南東砦593	529	-705	★2
南東砦594	530	-746	★3
南東砦595	528	-788	★4
南東砦596	526	-836	★2
南東砦597	531	-880	★2
南東砦598	528	-927	★2
南東砦599	529	-965	★3
南東砦600	529	-1011	★3
南東砦601	525	-1053	★2
南東砦602	531	-1097	★2
南東砦603	532	-1148	★3
南東砦604	531	-1185	★5
南東砦605	527	-1228	★2
南東砦606	531	-1275	★1
南東砦616	553	-422	★2
南東砦617	546	-460	★5
南東砦618	551	-683	★4
南東砦619	547	-729	★3
南東砦620	548	-767	★2
南東砦621	546	-816	★2
南東砦622	546	-857	★3
南東砦623	553	-903	★3
南東砦624	553	-948	★1
南東砦625	548	-989	★1
南東砦626	547	-1035	★4
南東砦627	547	-1079	★2
南東砦628	553	-1123	★3
南東砦629	554	-1163	★3
南東砦630	552	-1207	★2
南東砦631	553	-1258	★4
南東砦641	574	-444	★3
南東砦642	574	-481	★5
南東砦643	573	-657	★2
南東砦644	569	-704	★4
南東砦645	568	-746	★1
南東砦646	568	-792	★3
南東砦647	568	-833	★2
南東砦648	568	-878	★1
南東砦649	571	-924	★2
南東砦650	573	-964	★1
南東砦651	576	-1012	★2
南東砦652	575	-1054	★2
南東砦653	575	-1103	★2
南東砦654	570	-1144	★1
南東砦655	570	-1190	★1
南東砦656	575	-1230	★1
南東砦657	576	-1275	★3
南東砦667	594	-419	★3
南東砦668	595	-463	★2
南東砦669	590	-679	★2
南東砦670	595	-724	★3
南東砦671	598	-774	★3
南東砦672	592	-810	★3
南東砦673	592	-857	★1
南東砦674	598	-905	★5
南東砦675	594	-945	★1
南東砦676	597	-989	★2
南東砦677	590	-1035	★2
南東砦678	598	-1077	★1
南東砦679	594	-1123	★3
南東砦680	590	-1170	★2
南東砦681	596	-1207	★3
南東砦682	598	-1253	★5
南東砦692	613	-437	★1
南東砦693	617	-487	★2
南東砦694	612	-660	★2
南東砦695	615	-701	★3
南東砦696	618	-752	★2
南東砦697	615	-794	★5
南東砦698	615	-833	★3
南東砦699	615	-877	★5
南東砦700	618	-921	★3
南東砦701	616	-972	★4
南東砦702	615	-1011	★2
南東砦703	618	-1059	★3
南東砦704	617	-1102	★2
南東砦705	615	-1144	★3
南東砦706	619	-1190	★2
南東砦707	617	-1233	★2
南東砦708	617	-1275	★5
南東砦718	639	-418	★3
南東砦719	641	-463	★1
南東砦720	635	-680	★1
南東砦721	642	-724	★5
南東砦722	640	-767	★3
南東砦723	637	-810	★3
南東砦724	638	-861	★3
南東砦725	642	-904	★2
南東砦726	635	-944	★2
南東砦727	634	-987	★4
南東砦728	635	-1038	★3
南東砦729	636	-1079	★2
南東砦730	639	-1125	★2
南東砦731	635	-1169	★1
南東砦732	641	-1211	★1
南東砦733	638	-1255	★2
南東砦743	661	-439	★1
南東砦744	662	-486	★1
南東砦745	660	-528	★2
南東砦746	662	-573	★1
南東砦747	656	-617	★1
南東砦748	660	-661	★3
南東砦749	659	-702	★2
南東砦750	657	-745	★1
南東砦751	661	-795	★4
南東砦752	660	-833	★5
南東砦753	661	-884	★2
南東砦754	657	-923	★4
南東砦755	662	-964	★1
南東砦756	661	-1010	★1
南東砦757	657	-1060	★2
南東砦758	656	-1103	★3
南東砦759	657	-1142	★5
南東砦760	661	-1188	★1
南東砦761	663	-1233	★4
南東砦762	661	-1280	★3
南東砦772	682	-417	★3
南東砦773	681	-461	★3
南東砦774	681	-506	★3
南東砦775	683	-550	★3
南東砦776	681	-590	★3
南東砦777	681	-634	★1
南東砦778	678	-681	★2
南東砦779	686	-729	★1
南東砦780	679	-770	★4
南東砦781	681	-810	★4
南東砦782	685	-858	★5
南東砦783	683	-903	★5
南東砦784	679	-950	★1
南東砦785	681	-991	★3
南東砦786	678	-1038	★1
南東砦787	681	-1078	★3
南東砦788	684	-1119	★2
南東砦789	683	-1168	★2
南東砦790	682	-1211	★1
南東砦791	680	-1251	★2
南東砦801	704	-442	★2
南東砦802	706	-488	★3
南東砦803	707	-531	★3
南東砦804	701	-568	★1
南東砦805	701	-615	★2
南東砦806	701	-663	★3
南東砦807	705	-702	★4
南東砦808	704	-750	★3
南東砦809	704	-788	★4
南東砦810	706	-832	★1
南東砦811	704	-879	★4
南東砦812	701	-928	★3
南東砦813	705	-966	★2
南東砦814	700	-1008	★2
南東砦815	700	-1057	★3
南東砦816	704	-1098	★2
南東砦817	700	-1143	★3
南東砦818	702	-1190	★3
南東砦819	707	-1229	★4
南東砦820	708	-1274	★3
南東砦830	724	-418	★3
南東砦831	725	-460	★4
南東砦832	728	-507	★4
南東砦833	722	-551	★3
南東砦834	728	-598	★3
南東砦835	729	-634	★5
南東砦836	723	-682	★5
南東砦837	722	-722	★2
南東砦838	728	-774	★1
南東砦839	723	-816	★2
南東砦840	722	-856	★3
南東砦841	722	-905	★2
南東砦842	723	-944	★1
南東砦843	726	-987	★1
南東砦844	724	-1031	★5
南東砦845	729	-1165	★4
南東砦846	727	-1207	★1
南東砦847	725	-1257	★2
南東砦857	744	-439	★1
南東砦858	748	-487	★3
南東砦859	744	-528	★2
南東砦860	750	-570	★3
南東砦861	746	-616	★3
南東砦862	752	-664	★4
南東砦863	748	-705	★3
南東砦864	752	-746	★5
南東砦865	750	-788	★2
南東砦866	744	-835	★3
南東砦867	745	-882	★3
南東砦868	752	-925	★2
南東砦869	749	-965	★2
南東砦870	750	-1010	★1
南東砦871	744	-1185	★3
南東砦872	751	-1232	★1
南東砦873	744	-1273	★1
南東砦883	771	-418	★2
南東砦884	772	-460	★3
南東砦885	766	-505	★3
南東砦886	772	-551	★1
南東砦887	769	-591	★1
南東砦888	772	-638	★5
南東砦889	769	-685	★4
南東砦890	774	-727	★3
南東砦891	771	-768	★3
南東砦892	771	-818	★3
南東砦893	772	-860	★5
南東砦894	774	-901	★1
南東砦895	774	-943	★2
南東砦896	767	-988	★1
南東砦897	767	-1035	★2
南東砦898	768	-1169	★2
南東砦899	766	-1207	★5
南東砦900	766	-1258	★1
南東砦909	793	-437	★4
南東砦910	793	-488	★1
南東砦911	795	-525	★3
南東砦912	794	-573	★1
南東砦913	791	-620	★1
南東砦914	795	-664	★2
南東砦915	793	-701	★2
南東砦916	793	-748	★1
南東砦917	794	-788	★5
南東砦918	793	-832	★2
南東砦919	796	-876	★3
南東砦920	790	-927	★2
南東砦921	790	-965	★2
南東砦922	792	-1014	★5
南東砦923	792	-1191	★2
南東砦924	796	-1229	★5
南東砦925	795	-1276	★1
南東砦933	814	-415	★2
南東砦934	817	-461	★2
南東砦935	811	-503	★1
南東砦936	811	-546	★5
南東砦937	815	-596	★3
南東砦938	815	-635	★2
南東砦939	815	-683	★2
南東砦940	815	-730	★3
南東砦941	814	-770	★3
南東砦942	813	-814	★3
南東砦943	816	-862	★4
南東砦944	810	-901	★3
南東砦945	811	-944	★1
南東砦946	817	-991	★3
南東砦947	816	-1033	★3
南東砦948	810	-1169	★3
南東砦949	812	-1206	★2
南東砦950	810	-1257	★1
南東砦959	832	-443	★1
南東砦960	834	-485	★5
南東砦961	840	-524	★1
南東砦962	836	-571	★1
南東砦963	839	-613	★1
南東砦964	834	-660	★2
南東砦965	836	-705	★3
南東砦966	837	-746	★5
南東砦967	832	-792	★3
南東砦968	835	-833	★2
南東砦969	840	-877	★5
南東砦970	832	-923	★2
南東砦971	833	-964	★2
南東砦972	834	-1009	★5
南東砦973	836	-1055	★5
南東砦974	839	-1099	★1
南東砦975	837	-1141	★5
南東砦976	835	-1191	★2
南東砦977	832	-1230	★2
南東砦978	838	-1273	★5
南東砦986	855	-418	★2
南東砦987	862	-463	★4
南東砦988	857	-506	★2
南東砦989	861	-551	★1
南東砦990	859	-593	★2
南東砦991	855	-641	★1
南東砦992	854	-678	★3
南東砦993	854	-724	★5
南東砦994	855	-772	★3
南東砦995	860	-817	★5
南東砦996	857	-862	★3
南東砦997	854	-899	★5
南東砦998	855	-950	★1
南東砦999	860	-993	★1
襄陽	0	-1180	★8
朱雀大砦	0	-850	★7
九紫砦	-225	-1140	★6
離宮砦	225	-1140	★6
九紫：南西砦10	-237	-1176	★5
九紫：南西砦11	-249	-1176	★5
九紫：南西砦12	-261	-1176	★5
九紫：南西砦19	-261	-1152	★5
九紫：南西砦20	-261	-1164	★5
九紫：南東砦15	-189	-1152	★5
九紫：南東砦16	-189	-1164	★5
九紫：南東砦7	-189	-1176	★5
九紫：南東砦8	-201	-1176	★5
九紫：南東砦9	-213	-1176	★5
九紫：北西砦17	-261	-1116	★5
九紫：北西砦18	-261	-1128	★5
九紫：北西砦4	-237	-1104	★5
九紫：北西砦5	-249	-1104	★5
九紫：北西砦6	-261	-1104	★5
九紫：北東砦1	-189	-1104	★5
九紫：北東砦13	-189	-1116	★5
九紫：北東砦14	-189	-1128	★5
九紫：北東砦2	-201	-1104	★5
九紫：北東砦3	-213	-1104	★5
朱雀：南西砦15	-12	-910	★4
朱雀：南西砦16	-36	-910	★4
朱雀：南西砦17	-48	-910	★4
朱雀：南西砦18	-60	-910	★4
朱雀：南西砦30	-60	-862	★4
朱雀：南西砦31	-60	-886	★4
朱雀：南西砦32	-60	-898	★4
朱雀：南西砦42	-12	-886	★5
朱雀：南西砦43	-24	-886	★5
朱雀：南西砦44	-36	-886	★5
朱雀：南西砦51	-36	-862	★5
朱雀：南西砦52	-36	-874	★5
朱雀：南東砦10	60	-910	★4
朱雀：南東砦11	48	-910	★4
朱雀：南東砦12	36	-910	★4
朱雀：南東砦13	12	-910	★4
朱雀：南東砦14	0	-910	★4
朱雀：南東砦23	60	-862	★4
朱雀：南東砦24	60	-886	★4
朱雀：南東砦25	60	-898	★4
朱雀：南東砦39	36	-886	★5
朱雀：南東砦40	24	-886	★5
朱雀：南東砦41	12	-886	★5
朱雀：南東砦47	36	-862	★5
朱雀：南東砦48	36	-874	★5
朱雀：北西砦26	-60	-802	★4
朱雀：北西砦27	-60	-814	★4
朱雀：北西砦28	-60	-838	★4
朱雀：北西砦29	-60	-850	★4
朱雀：北西砦36	-12	-814	★5
朱雀：北西砦37	-24	-814	★5
朱雀：北西砦38	-36	-814	★5
朱雀：北西砦49	-36	-826	★5
朱雀：北西砦50	-36	-838	★5
朱雀：北西砦6	-12	-790	★4
朱雀：北西砦7	-36	-790	★4
朱雀：北西砦8	-48	-790	★4
朱雀：北西砦9	-60	-790	★4
朱雀：北東砦1	60	-790	★4
朱雀：北東砦19	60	-802	★4
朱雀：北東砦2	48	-790	★4
朱雀：北東砦20	60	-814	★4
朱雀：北東砦21	60	-838	★4
朱雀：北東砦22	60	-850	★4
朱雀：北東砦3	36	-790	★4
朱雀：北東砦33	36	-814	★5
朱雀：北東砦34	24	-814	★5
朱雀：北東砦35	12	-814	★5
朱雀：北東砦4	12	-790	★4
朱雀：北東砦45	36	-826	★5
朱雀：北東砦46	36	-838	★5
朱雀：北東砦5	0	-790	★4
南西砦10	-21	-638	★3
南西砦100	-134	-833	★2
南西砦101	-133	-882	★2
南西砦102	-131	-926	★1
南西砦103	-130	-964	★2
南西砦104	-131	-1008	★3
南西砦105	-133	-1054	★2
南西砦106	-136	-1096	★2
南西砦107	-130	-1148	★1
南西砦108	-131	-1188	★3
南西砦109	-130	-1234	★5
南西砦11	-23	-681	★3
南西砦110	-135	-1277	★1
南西砦115	-153	-415	★3
南西砦116	-150	-463	★3
南西砦117	-158	-506	★2
南西砦118	-150	-550	★2
南西砦119	-150	-593	★2
南西砦12	-23	-728	★3
南西砦120	-156	-641	★3
南西砦121	-158	-685	★3
南西砦122	-157	-722	★3
南西砦123	-152	-767	★4
南西砦124	-150	-810	★4
南西砦125	-156	-856	★4
南西砦126	-152	-906	★3
南西砦127	-157	-947	★3
南西砦128	-150	-991	★1
南西砦129	-158	-1030	★3
南西砦13	-23	-771	★3
南西砦130	-158	-1080	★5
南西砦131	-150	-1123	★3
南西砦132	-158	-1166	★1
南西砦133	-158	-1208	★2
南西砦134	-151	-1254	★1
南西砦14	-21	-950	★3
南西砦140	-177	-436	★1
南西砦141	-178	-481	★1
南西砦142	-177	-527	★2
南西砦143	-180	-570	★3
南西砦1438	-3	-484	★5
南西砦1439	-3	-527	★1
南西砦144	-174	-612	★1
南西砦1440	-2	-576	★2
南西砦1441	-1	-615	★1
南西砦145	-175	-664	★1
南西砦146	-176	-701	★3
南西砦147	-173	-745	★3
南西砦148	-174	-791	★1
南西砦149	-175	-839	★5
南西砦15	-21	-990	★1
南西砦150	-178	-883	★1
南西砦151	-175	-928	★2
南西砦152	-173	-966	★1
南西砦153	-180	-1010	★2
南西砦154	-173	-1058	★2
南西砦155	-172	-1230	★3
南西砦156	-174	-1280	★4
南西砦16	-23	-1030	★3
南西砦161	-197	-418	★1
南西砦162	-197	-460	★4
南西砦163	-201	-509	★1
南西砦164	-201	-553	★1
南西砦165	-200	-593	★1
南西砦166	-197	-634	★3
南西砦167	-194	-684	★2
南西砦168	-200	-722	★2
南西砦169	-194	-770	★2
南西砦170	-194	-818	★1
南西砦171	-197	-858	★4
南西砦172	-195	-906	★3
南西砦173	-198	-945	★5
南西砦174	-198	-987	★2
南西砦175	-200	-1034	★3
南西砦176	-197	-1081	★1
南西砦177	-200	-1208	★3
南西砦178	-201	-1253	★5
南西砦188	-221	-440	★2
南西砦189	-216	-480	★3
南西砦190	-218	-526	★1
南西砦191	-222	-575	★3
南西砦192	-224	-612	★2
南西砦193	-216	-659	★2
南西砦194	-220	-707	★2
南西砦195	-216	-749	★2
南西砦196	-217	-789	★2
南西砦197	-217	-834	★3
南西砦198	-223	-877	★5
南西砦199	-223	-924	★5
南西砦200	-218	-968	★1
南西砦201	-217	-1010	★2
南西砦202	-217	-1055	★3
南西砦203	-218	-1236	★4
南西砦204	-223	-1272	★4
南西砦214	-240	-414	★1
南西砦215	-238	-459	★5
南西砦216	-238	-505	★1
南西砦217	-243	-552	★1
南西砦218	-241	-598	★2
南西砦219	-239	-638	★1
南西砦22	-45	-443	★1
南西砦220	-243	-681	★2
南西砦221	-243	-729	★3
南西砦222	-244	-766	★2
南西砦223	-243	-810	★1
南西砦224	-246	-861	★2
南西砦225	-243	-904	★1
南西砦226	-243	-947	★4
南西砦227	-245	-994	★2
南西砦228	-239	-1034	★1
南西砦229	-241	-1077	★1
南西砦23	-46	-482	★5
南西砦230	-238	-1207	★4
南西砦231	-238	-1253	★2
南西砦24	-40	-525	★3
南西砦241	-267	-441	★3
南西砦242	-267	-482	★3
南西砦243	-267	-524	★2
南西砦244	-260	-570	★3
南西砦245	-263	-617	★2
南西砦246	-261	-656	★1
南西砦247	-261	-708	★4
南西砦248	-264	-744	★1
南西砦249	-263	-788	★2
南西砦25	-44	-575	★2
南西砦250	-262	-838	★2
南西砦251	-267	-879	★1
南西砦252	-265	-928	★4
南西砦253	-261	-968	★3
南西砦254	-264	-1011	★5
南西砦255	-264	-1053	★2
南西砦256	-267	-1233	★5
南西砦257	-265	-1273	★1
南西砦26	-48	-619	★4
南西砦267	-289	-416	★1
南西砦268	-288	-464	★1
南西砦269	-289	-505	★3
南西砦27	-40	-659	★3
南西砦270	-282	-549	★1
南西砦271	-287	-592	★4
南西砦272	-286	-642	★2
南西砦273	-284	-681	★3
南西砦274	-290	-726	★1
南西砦275	-286	-770	★1
南西砦276	-289	-813	★2
南西砦277	-287	-860	★3
南西砦278	-285	-905	★5
南西砦279	-282	-947	★2
南西砦28	-47	-708	★1
南西砦280	-288	-989	★2
南西砦281	-284	-1037	★3
南西砦282	-288	-1081	★1
南西砦283	-283	-1126	★2
南西砦284	-288	-1164	★5
南西砦285	-286	-1212	★3
南西砦286	-284	-1253	★3
南西砦29	-48	-749	★5
南西砦296	-311	-438	★1
南西砦297	-310	-486	★3
南西砦298	-311	-531	★2
南西砦299	-305	-571	★2
南西砦30	-44	-969	★3
南西砦300	-312	-617	★3
南西砦301	-308	-664	★5
南西砦302	-311	-707	★2
南西砦303	-311	-748	★3
南西砦304	-305	-789	★1
南西砦305	-305	-835	★5
南西砦306	-304	-876	★1
南西砦307	-304	-924	★1
南西砦308	-310	-968	★2
南西砦309	-310	-1014	★4
南西砦31	-40	-1013	★4
南西砦310	-310	-1053	★3
南西砦311	-308	-1102	★1
南西砦312	-305	-1147	★3
南西砦313	-309	-1187	★2
南西砦314	-310	-1234	★5
南西砦315	-307	-1279	★2
南西砦325	-328	-419	★5
南西砦326	-331	-460	★2
南西砦327	-329	-504	★3
南西砦328	-327	-548	★3
南西砦329	-334	-596	★1
南西砦330	-327	-641	★1
南西砦331	-334	-681	★3
南西砦332	-329	-724	★3
南西砦333	-334	-769	★4
南西砦334	-333	-816	★5
南西砦335	-330	-860	★5
南西砦336	-329	-903	★1
南西砦337	-333	-948	★1
南西砦338	-333	-986	★1
南西砦339	-331	-1034	★5
南西砦340	-327	-1077	★5
南西砦341	-333	-1120	★5
南西砦342	-332	-1165	★1
南西砦343	-331	-1214	★2
南西砦344	-331	-1252	★1
南西砦354	-356	-436	★3
南西砦355	-350	-485	★2
南西砦356	-354	-529	★4
南西砦357	-352	-576	★1
南西砦358	-353	-619	★2
南西砦359	-356	-660	★5
南西砦36	-68	-419	★1
南西砦360	-348	-707	★3
南西砦361	-355	-750	★4
南西砦362	-353	-792	★1
南西砦363	-353	-840	★3
南西砦364	-348	-882	★2
南西砦365	-349	-926	★1
南西砦366	-348	-970	★1
南西砦367	-353	-1010	★3
南西砦368	-354	-1057	★1
南西砦369	-350	-1102	★2
南西砦37	-70	-466	★2
南西砦370	-351	-1142	★4
南西砦371	-356	-1191	★3
南西砦372	-353	-1236	★2
南西砦373	-352	-1272	★2
南西砦38	-69	-504	★1
南西砦383	-375	-422	★5
南西砦384	-377	-465	★1
南西砦385	-378	-506	★1
南西砦386	-370	-553	★4
南西砦387	-376	-598	★3
南西砦388	-377	-635	★4
南西砦389	-373	-683	★1
南西砦39	-68	-551	★1
南西砦390	-374	-724	★3
南西砦391	-375	-770	★2
南西砦392	-375	-814	★4
南西砦393	-374	-861	★3
南西砦394	-373	-901	★3
南西砦395	-373	-946	★2
南西砦396	-370	-990	★2
南西砦397	-376	-1038	★3
南西砦398	-377	-1081	★2
南西砦399	-371	-1122	★3
南西砦40	-66	-591	★3
南西砦400	-376	-1170	★4
南西砦401	-375	-1212	★5
南西砦402	-378	-1252	★3
南西砦41	-69	-638	★2
南西砦412	-395	-439	★5
南西砦413	-399	-488	★2
南西砦414	-392	-531	★2
南西砦415	-400	-576	★4
南西砦416	-399	-612	★1
南西砦417	-397	-656	★2
南西砦418	-396	-707	★1
南西砦419	-399	-749	★5
南西砦42	-67	-681	★2
南西砦420	-400	-793	★3
南西砦421	-400	-832	★4
南西砦422	-396	-883	★2
南西砦423	-393	-923	★1
南西砦424	-394	-965	★5
南西砦425	-393	-1010	★2
南西砦426	-394	-1059	★4
南西砦427	-399	-1099	★3
南西砦428	-400	-1141	★3
南西砦429	-397	-1187	★1
南西砦43	-65	-723	★2
南西砦430	-398	-1230	★5
南西砦431	-397	-1278	★4
南西砦44	-62	-774	★1
南西砦45	-69	-944	★4
南西砦46	-67	-990	★4
南西砦47	-70	-1034	★1
南西砦5	-25	-416	★1
南西砦53	-86	-440	★3
南西砦54	-91	-485	★3
南西砦55	-86	-532	★5
南西砦56	-85	-568	★1
南西砦57	-92	-620	★3
南西砦58	-88	-663	★2
南西砦59	-91	-702	★1
南西砦6	-20	-460	★2
南西砦60	-85	-748	★1
南西砦61	-87	-788	★1
南西砦62	-91	-832	★5
南西砦63	-90	-882	★1
南西砦64	-85	-920	★1
南西砦65	-90	-968	★4
南西砦66	-89	-1013	★1
南西砦7	-20	-510	★1
南西砦71	-110	-421	★5
南西砦72	-106	-459	★4
南西砦73	-113	-506	★2
南西砦74	-113	-553	★2
南西砦75	-113	-590	★2
南西砦76	-106	-641	★5
南西砦77	-114	-682	★5
南西砦78	-109	-727	★3
南西砦79	-113	-766	★2
南西砦8	-20	-553	★2
南西砦80	-107	-818	★5
南西砦81	-114	-860	★1
南西砦82	-113	-899	★4
南西砦83	-114	-947	★2
南西砦84	-109	-988	★3
南西砦85	-110	-1036	★1
南西砦9	-22	-592	★2
南西砦91	-134	-440	★3
南西砦92	-132	-480	★4
南西砦93	-133	-529	★2
南西砦94	-131	-572	★3
南西砦95	-135	-617	★1
南西砦96	-128	-657	★1
南西砦97	-128	-700	★3
南西砦98	-132	-746	★5
南西砦99	-128	-791	★3
南東砦100	136	-482	★3
南東砦101	132	-532	★3
南東砦102	128	-571	★5
南東砦103	135	-618	★4
南東砦104	133	-661	★3
南東砦105	130	-701	★4
南東砦106	133	-749	★3
南東砦107	131	-790	★3
南東砦108	131	-833	★1
南東砦109	130	-880	★4
南東砦110	132	-923	★1
南東砦111	128	-972	★3
